event_key,event_time,event_type,planet,channel_id,frequency_mhz,delta_db,sign_bit
1974-10-02 00:11:29.580|1974-10-02 00:11:32.672|REAPPEARANCE,1974-10-02 00:11:32.672,REAPPEARANCE,Mercury,2,0.7,0.22810293574103999,1
1974-10-02 00:11:29.580|1974-10-02 00:11:32.672|REAPPEARANCE,1974-10-02 00:11:32.672,REAPPEARANCE,Mercury,3,0.9,0.3251686815166688,1
1974-10-02 00:11:29.580|1974-10-02 00:11:32.672|REAPPEARANCE,1974-10-02 00:11:32.672,REAPPEARANCE,Mercury,4,1.31,0.12506292940263308,1
1974-10-02 00:11:29.580|1974-10-02 00:11:32.672|REAPPEARANCE,1974-10-02 00:11:32.672,REAPPEARANCE,Mercury,5,2.2,-0.19478163681784774,-1
1974-10-02 00:11:29.580|1974-10-02 00:11:32.672|REAPPEARANCE,1974-10-02 00:11:32.672,REAPPEARANCE,Mercury,6,3.93,-0.8256255323062327,-1
1974-10-02 00:11:29.580|1974-10-02 00:11:32.672|REAPPEARANCE,1974-10-02 00:11:32.672,REAPPEARANCE,Mercury,7,4.7,-4.109229669430626,-1
1974-10-02 00:11:29.580|1974-10-02 00:11:32.672|REAPPEARANCE,1974-10-02 00:11:32.672,REAPPEARANCE,Mercury,8,6.55,3.5923086264285455,1
1974-10-02 00:11:29.580|1974-10-02 00:11:32.672|REAPPEARANCE,1974-10-02 00:11:32.672,REAPPEARANCE,Mercury,9,9.18,0.8112421592184665,1
1974-10-02 00:11:44.222|1974-10-02 00:11:48.032|REAPPEARANCE,1974-10-02 00:11:48.032,REAPPEARANCE,Mercury,2,0.7,0.22810293574103999,1
1974-10-02 00:11:44.222|1974-10-02 00:11:48.032|REAPPEARANCE,1974-10-02 00:11:48.032,REAPPEARANCE,Mercury,3,0.9,-0.06581093018108226,-1
1974-10-02 00:11:44.222|1974-10-02 00:11:48.032|REAPPEARANCE,1974-10-02 00:11:48.032,REAPPEARANCE,Mercury,4,1.31,0.12506292940263308,1
1974-10-02 00:11:44.222|1974-10-02 00:11:48.032|REAPPEARANCE,1974-10-02 00:11:48.032,REAPPEARANCE,Mercury,5,2.2,-0.7931340558854025,-1
1974-10-02 00:11:44.222|1974-10-02 00:11:48.032|REAPPEARANCE,1974-10-02 00:11:48.032,REAPPEARANCE,Mercury,6,3.93,-0.8256255323062327,-1
1974-10-02 00:11:44.222|1974-10-02 00:11:48.032|REAPPEARANCE,1974-10-02 00:11:48.032,REAPPEARANCE,Mercury,7,4.7,-3.583615279694816,-1
1974-10-02 00:11:44.222|1974-10-02 00:11:48.032|REAPPEARANCE,1974-10-02 00:11:48.032,REAPPEARANCE,Mercury,8,6.55,3.5923086264285455,1
1974-10-02 00:12:00.300|1974-10-02 00:12:03.392|REAPPEARANCE,1974-10-02 00:12:03.392,REAPPEARANCE,Mercury,1,0.45,6.152652699149323,1
1974-10-02 00:12:00.300|1974-10-02 00:12:03.392|REAPPEARANCE,1974-10-02 00:12:03.392,REAPPEARANCE,Mercury,2,0.7,0.20444947382214237,1
