target,frequency_band,mean,std,obs_z,n_blocked,n_visible,perm_percentile,perm_reps
Cygnus-A,1,4.1671807274112815,0.022748461547784232,4.163317045304949,22,5072,0.42,50
Cygnus-A,2,1.3085000087582657,0.021238198370866577,1.2612176800608952,21,4692,0.06,50
Cygnus-A,3,0.8725474028801878,0.303657588067441,1.1778699951390532,14,4713,0.74,50
Cygnus-A,4,0.9683498594497172,1.2751663508299027,-0.9941818239530978,21,4650,0.06,50
Cygnus-A,5,1.5099804529622227,1.699504938145318,1.1897586467892884,21,4836,0.46,50
Cygnus-A,6,8.950354299997311,2.754922098630503,8.11403897891464,19,4629,0.22,50
Cygnus-A,7,1.4722416591196095,0.12456731285811526,1.5564215879337913,27,4705,0.76,50
Cygnus-A,8,1.034589319096268,0.00037847003006587687,1.034708741795869,19,4517,0.6,50
Cygnus-A,9,2.538162785680129,0.004962928256782024,2.5339027044424234,33,5077,0.22,50
Fornax-A,1,1.4483356109567618,0.8381722130751036,1.839939139176857,1283,3811,0.72,50
Fornax-A,2,1.2105786261747362,0.07431482887851848,1.2850491914722126,1128,3585,1.0,50
Fornax-A,3,-0.01576690663503697,1.046953906987843,-0.9568743671618306,1130,3597,0.5,50
Fornax-A,4,1.6268210674263874,0.21775201565796581,2.1446547443983035,1127,3544,0.98,50
Fornax-A,5,1.4742298521018,0.4078460757898999,1.43492251691601,1150,3707,0.46,50
Fornax-A,6,-0.7876232223525276,0.6332568970632445,-0.7515026768485662,1128,3520,0.62,50
Fornax-A,7,1.5112370545843055,0.005192374387048711,1.5150566469106215,1160,3572,0.76,50
Fornax-A,8,-0.6671384753765822,0.7486039080873989,1.0306827331203903,1100,3436,0.9,50
Fornax-A,9,0.5866891458863113,1.131052715243337,0.12504217873242238,1233,3877,0.44,50
Jupiter,1,1.4266234531832152,1.6910640892872122,4.202323085581774,2,5092,1.0,50
Jupiter,2,0.5439569562194534,0.9773529492365971,1.2305425752928325,4,4709,0.54,50
Jupiter,3,1.158018151906816,0.007996026825599514,1.2518903830826156,3,4724,1.0,50
Jupiter,5,6.572579342351543,0.08121934215898374,7.188265354558671,2,4855,1.0,50
Jupiter,6,1.7522574508853919,1.1046619240157014,0.9291240795469431,4,4644,0.22,50
Jupiter,7,0.5394929131231672,1.12931685508138,1.5453089760025156,3,4729,0.72,50
Jupiter,8,1.024106296431465,0.003803457759602848,1.0268080037378187,4,4532,0.74,50
Mars,1,0.9372910529408088,1.11815969131345,-0.7613741285007307,165,4929,0.02,50
Mars,2,0.8538251501723372,0.7455017191691976,1.3107794652372404,154,4559,1.0,50
Mars,3,0.8432126349690313,0.2172397714462175,1.1556820935605667,140,4587,1.0,50
Mars,4,0.16078095227232722,0.2036590466395795,0.0387843712629579,131,4540,0.32,50
Mars,5,1.524800515945291,0.4795821263419541,6.460159069427692,188,4669,1.0,50
Mars,6,1.54332640692196,0.8703193226946111,0.7111601060577074,131,4517,0.16,50
Mars,7,-0.9697529795239949,0.12817030067192775,1.5624753160786833,148,4584,1.0,50
Mars,8,0.7033578223463012,0.7486126006091198,1.0154194066033295,147,4389,0.16,50
Mars,9,0.5024108388005949,1.0332746400120802,-0.37956062685024256,134,4976,0.34,50
Mercury,1,0.10986744699466192,1.2411466146094912,0.5324601717536507,21,5073,0.72,50
Mercury,2,1.274427595603594,0.012423113980604007,1.1606039187928492,15,4698,0.0,50
Mercury,3,0.09646574441718318,1.0237995487390597,1.2278190709174501,11,4716,1.0,50
Mercury,4,1.1894666234398041,0.3562821771220443,2.1840842315066293,12,4659,1.0,50
Mercury,5,0.141436865036973,1.1319742432340945,7.393058316325984,13,4844,1.0,50
Mercury,6,1.4278695971258943,0.6131245182459635,0.5492919421580111,16,4632,0.1,50
Mercury,7,0.9672670236453449,0.881584229317164,1.524853480589668,18,4714,1.0,50
Mercury,8,1.0218852474169726,0.014518118815427552,1.033716718632741,16,4520,1.0,50
Mercury,9,-1.033485286224301,0.6980238095562206,-0.9958561557247354,11,5099,0.56,50
Neptune,1,-0.6116462396769411,0.6242642204603562,-0.2795081921218218,693,4401,0.72,50
Neptune,2,-0.27977588030302936,0.7863739875827573,1.2852580275353205,641,4072,0.98,50
Neptune,3,1.0975444693185488,0.023372227750766795,1.0023301497809003,616,4111,0.0,50
Neptune,4,-0.94414049663109,0.06852324410463169,-0.903530766797521,636,4035,0.68,50
Neptune,5,-0.14154969848277132,0.9803280766800038,1.9752779960092732,649,4208,1.0,50
Neptune,6,-1.0427542713475673,0.5777902502157274,2.449817969073293,613,4035,1.0,50
Neptune,7,0.7142009342986501,0.8060624987272205,1.4578104969618424,635,4097,0.5,50
Neptune,8,0.9371042209376163,0.025167328788995198,1.0247318999945134,623,3913,1.0,50
Neptune,9,0.9617100292751494,1.0247026721662758,0.6171499031829579,709,4401,0.6,50
Sag-A,1,1.5817684085159118,1.5540129163430103,0.1301246872921219,786,4308,0.28,50
Sag-A,2,0.42250310202541613,1.0526488600368407,1.0383321759966515,720,3993,0.54,50
Sag-A,3,0.7185819039676101,0.24550582253058764,0.4753044091525388,686,4041,0.02,50
Sag-A,4,-0.40413474590220133,0.26662141866114336,-1.5390474405552224,731,3940,0.0,50
Sag-A,5,1.3784624352407064,0.3817380987391041,0.823919178256562,737,4120,0.1,50
Sag-A,6,2.764369739827513,1.0871031849397157,4.059712594557774,665,3983,0.88,50
Sag-A,7,-0.01800378547644183,0.8353932127556055,-0.8915935487776895,682,4050,0.22,50
Sag-A,8,1.0245486930216527,0.0023847350045797687,1.0245273375002049,681,3855,0.5,50
