target,kind,data_col,frequency_band,frequency_mhz,n_blocked,n_visible,mean_blocked,mean_visible,diff_visible_minus_blocked,z_score,p_value,perm_rep
Earth,earth,rv2_coarse,4,1.31,755,3916,1865792.3199503312,2140326.016135725,274533.69618539396,1.053964290941154,0.2918992662505484,6
Earth,earth,rv2_coarse,5,2.2,817,4040,3107733.1180385556,2649977.5829981435,-457755.5350404121,-0.567385043065013,0.5704526094665514,6
Earth,earth,rv2_coarse,6,3.93,730,3918,1393526.814811644,1644468.9584609494,250942.14364930545,1.6647025424220248,0.09597211551463247,6
Earth,earth,rv2_coarse,7,4.7,714,4018,361382.46612394956,2616352.144487137,2254969.6783631872,1.5217238691111663,0.12807828421500012,6
Earth,earth,rv2_coarse,8,6.55,717,3819,1407358.743200837,186988490.79438642,185581132.05118558,1.0306164995525675,0.30272069559901804,6
Earth,earth,rv2_coarse,9,9.18,817,4293,412952420.2553119,318251403.7369892,-94701016.5183227,-0.2604506950836762,0.79451614277976,6
Fornax-A,fixed,rv2_coarse,1,0.45,1251,3843,1897780142.9696243,1942306256.0095465,44526113.03992224,0.04787666690946864,0.9618145351700012,7
Fornax-A,fixed,rv2_coarse,2,0.7,1124,3589,16442301.403024912,392522868.4274294,376080567.02440447,1.259640979040588,0.2077989055942835,7
Fornax-A,fixed,rv2_coarse,3,0.9,1120,3607,2142612.999497768,12999129.978773912,10856516.979276145,1.115844260323511,0.26448880449581513,7
Fornax-A,fixed,rv2_coarse,4,1.31,1099,3572,1779281.7021724295,2193381.6601518756,414099.95797944604,1.5560889436743162,0.11968694374566402,7
Fornax-A,fixed,rv2_coarse,5,2.2,1188,3669,2342729.7856165823,2851393.9513321067,508664.16571552446,1.4826977315089322,0.1381547376207255,7
Fornax-A,fixed,rv2_coarse,6,3.93,1098,3550,1595970.6796448086,1607867.083890845,11896.404246036429,0.07127164771810539,0.9431815596736943,7
Fornax-A,fixed,rv2_coarse,7,4.7,1208,3524,381332.10042425495,2925618.847914108,2544286.7474898533,1.5059006346737653,0.13209268362069237,7
Fornax-A,fixed,rv2_coarse,8,6.55,1100,3436,626519630.2041051,7551376.408067838,-618968253.7960373,-0.9905530406615475,0.3219038774195315,7
Fornax-A,fixed,rv2_coarse,9,9.18,1251,3859,2879362.283432629,440537269.0787536,437657906.795321,2.529429941857272,0.01142479799884022,7
Cygnus-A,fixed,rv2_coarse,1,0.45,17,5077,2572762.466911765,1937829853.0111778,1935257090.544266,4.197205723457752,2.7022844597102136e-05,7
Cygnus-A,fixed,rv2_coarse,2,0.7,26,4687,3325438.769230769,304493121.4326955,301167682.6634647,1.317407489865655,0.18770207169342235,7
Cygnus-A,fixed,rv2_coarse,3,0.9,17,4710,8053123.044117647,10435389.660536094,2382266.6164184464,0.2776633995303319,0.7812707590943684,7
Cygnus-A,fixed,rv2_coarse,4,1.31,18,4653,1635608.6944444445,2097732.414410058,462123.71996561345,1.8521428459046816,0.0640053133543903,7
Cygnus-A,fixed,rv2_coarse,5,2.2,19,4838,1666331.0690789474,2731142.4353942745,1064811.3663153271,1.96385117077628,0.04954735388741094,7
Cygnus-A,fixed,rv2_coarse,6,3.93,22,4626,564212.1278409091,1610006.763348465,1045794.635507556,10.207105251633198,0.0,7
Cygnus-A,fixed,rv2_coarse,7,4.7,22,4710,322191.19886363635,2285231.802757286,1963040.6038936498,1.552320092244373,0.1205856526807485,7
Cygnus-A,fixed,rv2_coarse,8,6.55,21,4515,805270.0688244047,158383435.63481537,157578165.56599095,1.0345660387579296,0.30087162110375587,7
Cygnus-A,fixed,rv2_coarse,9,9.18,35,5075,675741.6232142857,335687044.8541225,335011303.2309082,2.545823738693735,0.01090202210593838,7
Sag-A,fixed,rv2_coarse,1,0.45,791,4303,286277933.0062421,2233781095.907913,1947503162.9016712,3.499280870292602,0.00046651488296101107,7
Sag-A,fixed,rv2_coarse,2,0.7,732,3981,1423242890.1434426,96817866.35971965,-1326425023.7837229,-0.942764886375748,0.3458011758920674,7
Sag-A,fixed,rv2_coarse,3,0.9,716,4011,2834596.0810928773,11782103.614762528,8947507.53366965,1.0225157038432258,0.30653688393459855,7
Sag-A,fixed,rv2_coarse,4,1.31,693,3978,2231192.961038961,2072391.4426219205,-158801.51841704058,-0.6451111795677893,0.5188551395576699,7
Sag-A,fixed,rv2_coarse,5,2.2,718,4139,2309937.7284993036,2799321.6003110656,489383.871811762,1.659807166893851,0.09695325150642709,7
Sag-A,fixed,rv2_coarse,6,3.93,695,3953,1286084.0181654675,1661137.2530831015,375053.23491763393,1.7122392696382212,0.08685258331280998,7
Sag-A,fixed,rv2_coarse,7,4.7,683,4049,2261906.309480234,2278500.367494892,16594.058014657814,0.007166065068781251,0.9942823562558252,7
Sag-A,fixed,rv2_coarse,8,6.55,652,3884,1941065.8159928585,183793137.91210335,181852072.0961105,1.027089779376126,0.3043781908815686,7
Sag-A,fixed,rv2_coarse,9,9.18,784,4326,629531000.3629475,279723323.9267068,-349807676.4362407,-0.6841173722705908,0.49390105277837915,7
Mercury,planet,rv2_coarse,1,0.45,786,4308,386856953.7732188,2213169994.204721,1826313040.431502,3.20576163046609,0.0013470552639582856,7
Mercury,planet,rv2_coarse,2,0.7,722,3991,10500813.465373961,355716395.45002353,345215581.9846496,1.285871464971589,0.1984879238425965,7
Mercury,planet,rv2_coarse,3,0.9,732,3995,51145699.88422131,2965941.4462140175,-48179758.43800729,-1.0086169909772122,0.31315835548041715,7
Mercury,planet,rv2_coarse,4,1.31,689,3982,1811862.5976959362,2145107.1197733553,333244.5220774191,1.3959461425867743,0.16273071406695472,7
Mercury,planet,rv2_coarse,5,2.2,732,4125,2512924.964053962,2764961.5318939392,252036.56783997733,0.7235603777541372,0.4693356739593566,7
Mercury,planet,rv2_coarse,6,3.93,756,3892,1440097.46494709,1637099.2473182168,197001.7823711268,1.1745827846367105,0.2401616740494319,7
Mercury,planet,rv2_coarse,7,4.7,684,4048,361946.4135599415,2599545.121167692,2237598.7076077503,1.5212806491841095,0.12818942416211576,7
Mercury,planet,rv2_coarse,8,6.55,733,3803,2428607.874744202,187572430.44713363,185143822.57238942,1.02387663849799,0.3058935458121248,7
Mercury,planet,rv2_coarse,9,9.18,796,4314,790812278.7484394,248991383.79873124,-541820894.9497082,-1.0935070402776002,0.2741712395846032,7
Venus,planet,rv2_coarse,1,0.45,982,4112,3982963440.435209,1441424076.4086363,-2541539364.026572,-1.4893180868321607,0.13640362714636511,7
Venus,planet,rv2_coarse,2,0.7,958,3755,14068798.724425888,376502746.3076016,362433947.58317566,1.2701560970730927,0.2040290326849865,7
Venus,planet,rv2_coarse,3,0.9,991,3736,1842388.2872729567,12703902.99790886,10861514.710635904,1.1568336940200583,0.2473403129002527,7
Venus,planet,rv2_coarse,4,1.31,993,3678,1761748.5247985902,2186180.966727841,424432.44192925096,1.6989540774604357,0.089327836589699,7
Venus,planet,rv2_coarse,5,2.2,1023,3834,2831836.1146749756,2698998.1866034167,-132837.92807155894,-0.2011640045053709,0.8405703363692061,7
Venus,planet,rv2_coarse,6,3.93,991,3657,1437854.1182517658,1650366.563542521,212512.44529075525,1.1958585037665765,0.23175178090117443,7
Venus,planet,rv2_coarse,7,4.7,1030,3702,2654154.455812443,2170921.36895597,-483233.08685647324,-0.17866424297211947,0.8582013473380392,7
Venus,planet,rv2_coarse,8,6.55,943,3593,13423916.906606244,195507756.4485686,182083839.54196236,0.950011369672161,0.3421064755118004,7
Venus,planet,rv2_coarse,9,9.18,1055,4055,487433105.77658474,293315284.0930179,-194117821.68356687,-0.5244776889800049,0.5999463338465225,7
Mars,planet,rv2_coarse,1,0.45,946,4148,647105495.6876982,2224263283.939037,1577157788.2513385,2.592589997075561,0.009525625495817147,7
Mars,planet,rv2_coarse,2,0.7,880,3833,1227450495.8045955,90552905.10174797,-1136897590.7028475,-0.9699998430474673,0.3320465703608877,7
Mars,planet,rv2_coarse,3,0.9,857,3870,5180721.530630105,11588555.56618217,6407834.035552065,0.6754953633866039,0.4993610961824311,7
Mars,planet,rv2_coarse,4,1.31,830,3841,2094309.7509789157,2096306.3752766207,1996.6242977050133,0.007965681965635359,0.9936443725563979,7
Mars,planet,rv2_coarse,5,2.2,859,3998,2449033.1028084983,2786695.3370278887,337662.23421939043,0.9862822719490563,0.3239946167197423,7
Mars,planet,rv2_coarse,6,3.93,819,3829,1634662.464514652,1598724.3132998173,-35938.15121483477,-0.15060925100711395,0.8802839633931254,7
Mars,planet,rv2_coarse,7,4.7,817,3915,8477953.825198898,981875.2802488676,-7496078.544950031,-1.1142498621753827,0.26517200973165256,7
Mars,planet,rv2_coarse,8,6.55,798,3738,2200666.887095669,190840553.87553087,188639886.9884352,1.0253829286122027,0.3051825400143806,7
Mars,planet,rv2_coarse,9,9.18,896,4214,554075872.4147208,286469725.1798516,-267606147.23486918,-0.5913804582569627,0.554265530934642,7
Jupiter,planet,rv2_coarse,1,0.45,490,4604,427428881.6929847,2091434784.6807396,1664005902.9877548,3.061631680237084,0.0022013414205754867,7
Jupiter,planet,rv2_coarse,2,0.7,503,4210,2061056017.7316978,92763549.79667458,-1968292467.9350233,-0.9624084569035561,0.3358444672392844,7
Jupiter,planet,rv2_coarse,3,0.9,472,4255,1826752.8658633474,11380813.40544947,9554060.539586123,1.1589801477238884,0.24646427722674846,7
Jupiter,planet,rv2_coarse,4,1.31,467,4204,1858944.9908993577,2122279.393434824,263334.40253546624,1.1996127352359434,0.23028977822603314,7
Jupiter,planet,rv2_coarse,5,2.2,506,4351,1172170.5076581028,2907793.4074638016,1735622.8998056988,6.461429824619328,1.0371814518350675e-10,7
Jupiter,planet,rv2_coarse,6,3.93,478,4170,1589268.1311453974,1606866.615677458,17598.484532060567,0.05922841400595446,0.952770178258816,7
Jupiter,planet,rv2_coarse,7,4.7,498,4234,440622.1416917671,2491993.427208152,2051371.285516385,1.4529425257448512,0.14623971236771993,7
Jupiter,planet,rv2_coarse,8,6.55,466,4070,2558238.4374245573,175411789.54565033,172853551.10822576,1.0230066566861276,0.30630469845991737,7
Jupiter,planet,rv2_coarse,9,9.18,564,4546,4657635.998005319,374176968.07932454,369519332.0813192,2.515222256087857,0.011895736549495828,7
Saturn,planet,rv2_coarse,1,0.45,931,4163,3783549644.939581,1517156180.9418538,-2266393463.9977274,-1.281404580137374,0.20005159624681146,7
Saturn,planet,rv2_coarse,2,0.7,878,3835,14035225.425968109,368949881.00105447,354914655.57508636,1.2702945235931786,0.20397973820424453,7
Saturn,planet,rv2_coarse,3,0.9,932,3795,39504005.04781384,3285864.4764986825,-36218140.571315154,-0.9653810422146021,0.33435399333432825,7
Saturn,planet,rv2_coarse,4,1.31,872,3799,1839463.9162844038,2154824.2552645435,315360.3389801397,1.2918748119513703,0.19640050186636593,7
Saturn,planet,rv2_coarse,5,2.2,899,3958,3325645.9889460513,2590998.395322764,-734647.5936232875,-0.9891142261412659,0.32260725801888324,7
