target,kind,data_col,frequency_band,frequency_mhz,n_blocked,n_visible,mean_blocked,mean_visible,diff_visible_minus_blocked,z_score,p_value,perm_rep
Mercury,planet,rv2_coarse,9,9.18,779,4331,1505988844.8484485,122482127.32730155,-1383506717.521147,-1.9746832541005614,0.04830410447106215,41
Venus,planet,rv2_coarse,1,0.45,1017,4077,2073471782.8318584,1895924723.4632542,-177547059.36860418,-0.19312933780990138,0.8468576769102918,41
Venus,planet,rv2_coarse,2,0.7,982,3731,315501098.4348269,299497090.02949446,-16004008.405332446,-0.039132030973041076,0.9687851234961744,41
Venus,planet,rv2_coarse,3,0.9,987,3740,1947555.2332193516,12664532.453927139,10716977.220707787,1.142529644061422,0.25323393125908433,41
Venus,planet,rv2_coarse,4,1.31,971,3700,1746486.2040422244,2187662.642331081,441176.43828885653,1.774286152372602,0.07601582992138312,41
Venus,planet,rv2_coarse,5,2.2,1025,3832,3225602.7870731708,2593602.4363256786,-632000.3507474922,-0.6726087698940069,0.5011962209056289,41
Venus,planet,rv2_coarse,6,3.93,968,3680,1388833.4913481404,1661932.9169667119,273099.42561857146,1.6267838586851382,0.10378301097887865,41
Venus,planet,rv2_coarse,7,4.7,979,3753,2773081.4432321927,2146465.0318245403,-626616.4114076523,-0.2243085001211968,0.8225172625762738,41
Venus,planet,rv2_coarse,8,6.55,986,3550,20393206.83868693,195777583.2731525,175384376.4344656,0.9035772815625124,0.36621959231087375,41
Venus,planet,rv2_coarse,9,9.18,1051,4059,254983451.54891175,353694948.51283026,98711496.9639185,0.3362415208990408,0.7366887446041903,41
Mars,planet,rv2_coarse,1,0.45,934,4160,1420709138.8520477,2046024895.4355469,625315756.5834992,0.680320147420973,0.49630177016851196,41
Mars,planet,rv2_coarse,2,0.7,864,3849,59074411.46296296,357548825.684345,298474414.221382,1.0602799175946054,0.2890172727153981,41
Mars,planet,rv2_coarse,3,0.9,862,3865,2320097.860788863,12234841.92415912,9914744.063370258,1.0924365123988407,0.2746412816328925,41
Mars,planet,rv2_coarse,4,1.31,854,3817,2071068.8048887588,2101518.7637870056,30449.958898246754,0.1216323727503209,0.9031901740847859,41
Mars,planet,rv2_coarse,5,2.2,857,4000,2329520.6286464413,2812132.0535,482611.42485355865,1.5608380156744999,0.118561975271954,41
Mars,planet,rv2_coarse,6,3.93,830,3818,1421326.1652108433,1644998.2286373756,223672.06342653232,1.1855124880013237,0.23581488009541096,41
Mars,planet,rv2_coarse,7,4.7,818,3914,6877409.412744499,1314463.2339644395,-5562946.178780059,-0.8485538505827948,0.39612959568825845,41
Mars,planet,rv2_coarse,8,6.55,791,3745,2015152.015610185,190527139.4708382,188511987.455228,1.026607707052186,0.3046052234838659,41
Mars,planet,rv2_coarse,9,9.18,892,4218,141673213.88827336,373936201.2335573,232262987.34528393,1.1149278864816816,0.26488132548648546,41
Jupiter,planet,rv2_coarse,1,0.45,484,4610,1125330518.9641013,2015996947.8353715,890666428.8712702,0.8277395291253428,0.40781802753099416,41
Jupiter,planet,rv2_coarse,2,0.7,488,4225,84488324.65983607,328050986.77610505,243562662.116269,0.9208276471046059,0.3571404181974649,41
Jupiter,planet,rv2_coarse,3,0.9,456,4271,1824016.2608278508,11345314.206962654,9521297.946134804,1.1593297520346908,0.24632179881032146,41
Jupiter,planet,rv2_coarse,4,1.31,476,4195,1841934.3746060925,2124774.5216775923,282840.14707149984,1.2863090613369779,0.19833522135308534,41
Jupiter,planet,rv2_coarse,5,2.2,498,4359,1131208.689006024,2909287.7874799264,1778079.0984739023,6.640683754141901,3.12230241661382e-11,41
Jupiter,planet,rv2_coarse,6,3.93,482,4166,1343797.3386929461,1635284.118293927,291486.7796009809,1.25936402860308,0.20789887597356005,41
Jupiter,planet,rv2_coarse,7,4.7,501,4231,304283.46793912177,2509592.053870082,2205308.5859309603,1.5671017611173663,0.11709090762873386,41
Jupiter,planet,rv2_coarse,8,6.55,482,4054,2393712.7379003502,176113555.25973576,173719842.52183542,1.0240939658907269,0.3057908942217269,41
Jupiter,planet,rv2_coarse,9,9.18,577,4533,4660945.819026213,375236275.72334135,370575329.9043151,2.515216665827224,0.0118959251866535,41
Saturn,planet,rv2_coarse,1,0.45,956,4138,2043580694.8876832,1905447741.9978402,-138132952.889843,-0.1496743019428356,0.8810215838353197,41
Saturn,planet,rv2_coarse,2,0.7,890,3823,348521415.6123595,292195046.211887,-56326369.40047252,-0.13151390020440967,0.8953687913048358,41
Saturn,planet,rv2_coarse,3,0.9,893,3834,2098572.1138717807,12366604.98048709,10268032.866615308,1.1220987828293527,0.26182044135585425,41
Saturn,planet,rv2_coarse,4,1.31,873,3798,1872170.479954181,2147389.429107425,275218.9491532438,1.1041425631171202,0.2695313003874331,41
Saturn,planet,rv2_coarse,5,2.2,906,3951,3570343.2799392934,2533585.5178752216,-1036757.7620640718,-0.980770307148171,0.3267060239483297,41
Saturn,planet,rv2_coarse,6,3.93,866,3782,1339130.2916426098,1665948.4721047066,326818.1804620968,1.8989554850090726,0.057570329117877295,41
Saturn,planet,rv2_coarse,7,4.7,920,3812,2931249.2446188224,2117990.737752492,-813258.5068663303,-0.27912692939778155,0.7801474174363112,41
Saturn,planet,rv2_coarse,8,6.55,892,3644,22249558.783211883,190798989.05818105,168549430.27496916,0.8908006940509274,0.37303610275721044,41
Saturn,planet,rv2_coarse,9,9.18,937,4173,349839227.4063834,329699508.1504201,-20139719.255963266,-0.057877504498581596,0.953846201888136,41
Uranus,planet,rv2_coarse,1,0.45,112,4982,69810067.2327009,1973221030.3431604,1903410963.1104596,4.046764403032159,5.193046093499021e-05,41
Uranus,planet,rv2_coarse,2,0.7,110,4603,14345908.39090909,309725759.64372015,295379851.2528111,1.2688203066988462,0.20450516080692216,41
Uranus,planet,rv2_coarse,3,0.9,97,4630,3425923.6984536084,10573493.260070194,7147569.561616585,0.9371136863967937,0.3487000820227797,41
Uranus,planet,rv2_coarse,4,1.31,87,4584,2644117.617816092,2085547.9162303666,-558569.7015857254,-0.6500855932990371,0.5156369346102516,41
Uranus,planet,rv2_coarse,5,2.2,69,4788,7483960.963768116,2658423.9946219716,-4825536.969146145,-3.5682390373001436,0.0003593885596691049,41
Uranus,planet,rv2_coarse,6,3.93,108,4540,649021.9710648148,1627799.4672219162,978777.4961571014,8.078885552873462,6.661338147750939e-16,41
Uranus,planet,rv2_coarse,7,4.7,80,4652,512539.996875,2306433.1035279054,1793893.1066529055,1.4007313351725805,0.16129442863962096,41
Uranus,planet,rv2_coarse,8,6.55,85,4451,4503650.982352941,160578591.82860857,156074940.84625563,1.0099570449591866,0.3125158703432933,41
Uranus,planet,rv2_coarse,9,9.18,105,5005,2359960965.9708333,290877023.4094999,-2069083942.5613334,-0.8800916858594466,0.37880964276507245,41
Neptune,planet,rv2_coarse,1,0.45,1266,3828,2181497002.632504,1848649606.9401612,-332847395.69234276,-0.3601049930243137,0.7187686190374349,41
Neptune,planet,rv2_coarse,2,0.7,1200,3513,1115667394.0533333,25176444.263889536,-1090490949.7894437,-1.2225310393407274,0.2215068733918173,41
Neptune,planet,rv2_coarse,3,0.9,1193,3534,2398534.61714166,13136993.943017827,10738459.325876167,1.0817346659650278,0.279370444797586,41
Neptune,planet,rv2_coarse,4,1.31,1201,3470,2650931.261084513,1903867.849045389,-747063.4120391237,-1.0055659586910175,0.3146244059379506,41
Neptune,planet,rv2_coarse,5,2.2,1280,3577,2359178.6107910154,2858590.6544415713,499412.0436505559,1.4407824287847153,0.14964615905256595,41
Neptune,planet,rv2_coarse,6,3.93,1177,3471,1744690.2634345794,1557707.7251512532,-186982.5382833262,-0.8509165506065681,0.39481571032972207,41
Neptune,planet,rv2_coarse,7,4.7,1225,3507,2305734.756479592,2265755.6089747124,-39979.14750487963,-0.016234467543418944,0.987047337959563,41
Neptune,planet,rv2_coarse,8,6.55,1173,3363,17769317.73220042,206445052.88812536,188675735.15592495,0.9215847847747975,0.35674519791073767,41
Neptune,planet,rv2_coarse,9,9.18,1329,3781,5117913.206364042,448779078.7993194,443661165.59295535,2.51213612326148,0.012000279008723913,41
Earth,earth,rv2_coarse,1,0.45,795,4299,2400179013.2513366,1844676339.8848279,-555502673.3665087,-0.29616891397305195,0.767101087486247,41
Earth,earth,rv2_coarse,2,0.7,776,3937,9472911.56443299,360653985.8239888,351181074.2595558,1.2904080782337422,0.19690900879360673,41
Earth,earth,rv2_coarse,3,0.9,748,3979,49867787.57896056,3012436.1105334256,-46855351.46842714,-1.002315729632462,0.31619112790095016,41
Earth,earth,rv2_coarse,4,1.31,708,3963,1772875.0332803673,2153670.037140424,380795.00386005663,1.5138640983900844,0.13006031139686125,41
Earth,earth,rv2_coarse,5,2.2,836,4021,3083457.781922847,2652861.6481130314,-430596.1338098156,-0.5490227802059356,0.5829898166724379,41
Earth,earth,rv2_coarse,6,3.93,757,3891,1594597.3849900924,1607091.6817334876,12494.296743395273,0.06778886110207023,0.9459537109181775,41
Earth,earth,rv2_coarse,7,4.7,761,3971,367606.136826544,2641848.8358692564,2274242.6990427123,1.516777082363576,0.12932297508389823,41
Earth,earth,rv2_coarse,8,6.55,686,3850,1004246948.6423105,6806419.6867562905,-997440528.9555542,-0.9957551002027702,0.3193691509213603,41
Earth,earth,rv2_coarse,9,9.18,795,4315,1067070553.2403694,198218844.44157374,-868851708.7987957,-1.4945719195854372,0.1350261991775048,41
Fornax-A,fixed,rv2_coarse,1,0.45,1273,3821,1020973868.6160644,2234678399.882606,1213704531.2665415,1.5775155061274173,0.11467695705213488,42
Fornax-A,fixed,rv2_coarse,2,0.7,1138,3575,15665901.751356719,394242776.3272727,378576874.575916,1.2631168559611612,0.2065471871575808,42
Fornax-A,fixed,rv2_coarse,3,0.9,1165,3562,2163229.8268776825,13129541.169164093,10966311.342286412,1.1131427813057027,0.26564711238554706,42
Fornax-A,fixed,rv2_coarse,4,1.31,1070,3601,1781589.6851635515,2189360.987954735,407771.30279118335,1.550991275240485,0.12090377482966486,42
Fornax-A,fixed,rv2_coarse,5,2.2,1183,3674,2265585.540838969,2875541.5617685085,609956.0209295396,1.8134614069174024,0.06976068584132311,42
Fornax-A,fixed,rv2_coarse,6,3.93,1129,3519,1843559.6329716563,1528537.973412191,-315021.65955946525,-1.5712289314646177,0.11612948215811292,42
Fornax-A,fixed,rv2_coarse,7,4.7,1174,3558,374781.8691439523,2903467.139681511,2528685.270537559,1.5111067565804372,0.13076125354306756,42
Fornax-A,fixed,rv2_coarse,8,6.55,1103,3433,624759038.765717,7576144.131678061,-617182894.6340389,-0.990388202777424,0.3219844094574278,42
Fornax-A,fixed,rv2_coarse,9,9.18,1204,3906,60932948.564848945,417376378.2691772,356443429.70432824,1.9841352498968148,0.047240764435747096,42
Cygnus-A,fixed,rv2_coarse,1,0.45,24,5070,25069932.510416668,1940395310.1221771,1915325377.6117604,4.146424078899297,3.377080870392568e-05,42
Cygnus-A,fixed,rv2_coarse,2,0.7,17,4696,5507125.588235294,303908028.2001797,298400902.6119444,1.307759198575255,0.19095499725664045,42
Cygnus-A,fixed,rv2_coarse,3,0.9,17,4710,3472532.7536764704,10451922.576658705,6979389.822982235,0.9115801661540837,0.36198976715661746,42
Cygnus-A,fixed,rv2_coarse,4,1.31,14,4657,1519519.2857142857,2097684.477292248,578165.1915779624,2.6355256520434107,0.008400707580039413,42
Cygnus-A,fixed,rv2_coarse,5,2.2,24,4833,2856338.0130208335,2726334.6328238156,-130003.38019701792,-0.12172887670138911,0.903113742997812,42
Cygnus-A,fixed,rv2_coarse,6,3.93,20,4628,976702.734375,1607772.2340914002,631069.4997164002,1.6621482281149946,0.09648305758327824,42
Cygnus-A,fixed,rv2_coarse,7,4.7,23,4709,782170.616847826,2283402.01171678,1501231.3948689536,1.1511593172075003,0.24966669861877344,42
Cygnus-A,fixed,rv2_coarse,8,6.55,21,4515,792700.6908482143,158383494.0970385,157590793.4061903,1.0346489892114143,0.3008328666464293,42
Cygnus-A,fixed,rv2_coarse,9,9.18,37,5073,1246888.8006756757,335814955.3924422,334568066.59176654,2.5414254074096,0.011040150074865807,42
Sag-A,fixed,rv2_coarse,1,0.45,777,4317,447837461.92865187,2198386887.37112,1750549425.4424682,3.002822124644201,0.002674887231677303,42
Sag-A,fixed,rv2_coarse,2,0.7,712,4001,63968232.908707865,345338750.2454496,281370517.33674175,1.032080674849875,0.3020343260905216,42
Sag-A,fixed,rv2_coarse,3,0.9,744,3983,3066250.625420027,11801731.84222006,8735481.216800034,0.9912025809102292,0.3215866705862629,42
Sag-A,fixed,rv2_coarse,4,1.31,690,3981,2144125.0939311595,2087602.0009890732,-56523.09294208628,-0.23261741949783546,0.8160584995309352,42
Sag-A,fixed,rv2_coarse,5,2.2,716,4141,2560397.0241794693,2755779.5516632455,195382.5274837762,0.5684991517720636,0.5696960815024377,42
Sag-A,fixed,rv2_coarse,6,3.93,668,3980,1187689.3954902694,1675107.396451005,487418.0009607356,3.1164777858050834,0.0018302546933230968,42
Sag-A,fixed,rv2_coarse,7,4.7,704,4028,2191458.6994850854,2290899.471927586,99440.77244250057,0.043647730290729145,0.9651852046568785,42
Sag-A,fixed,rv2_coarse,8,6.55,662,3874,2096334.5274617637,184236021.96836784,182139687.44090608,1.0260660273949753,0.30486046232886865,42
Sag-A,fixed,rv2_coarse,9,9.18,791,4319,652524303.6257111,274945283.4970009,-377579020.1287102,-0.743516565016094,0.45716899634741726,42
Mercury,planet,rv2_coarse,1,0.45,763,4331,929598709.0654489,2107855480.4162433,1178256771.3507943,1.5303164798447761,0.12593841103527748,42
Mercury,planet,rv2_coarse,2,0.7,720,3993,14035397.33888889,354906144.62285095,340870747.2839621,1.2702512584823693,0.20399514422812182,42
Mercury,planet,rv2_coarse,3,0.9,717,4010,52274371.21426081,2944355.170137157,-49330016.04412365,-1.01155612948146,0.311750330868386,42
Mercury,planet,rv2_coarse,4,1.31,747,3924,1832082.846636546,2146183.484789118,314100.6381525721,1.2701086428086876,0.20404593341676325,42
Mercury,planet,rv2_coarse,5,2.2,733,4124,2963239.958390177,2684983.633183802,-278256.3252063752,-0.31896432176931266,0.7497535678557194,42
Mercury,planet,rv2_coarse,6,3.93,716,3932,1418767.2554120112,1638979.2978605037,220212.0424484925,1.2872420943565324,0.19800991948756685,42
Mercury,planet,rv2_coarse,7,4.7,743,3989,379371.59848494804,2629395.0613405616,2250023.462855614,1.5074126366384364,0.13170492171134351,42
Mercury,planet,rv2_coarse,8,6.55,674,3862,2531354.53060089,184726045.9888689,182194691.45826802,1.023194710204489,0.30621579351737327,42
Mercury,planet,rv2_coarse,9,9.18,817,4293,1315256817.4634428,146534028.3540302,-1168722789.1094127,-1.7630539331471065,0.07789139378156906,42
Venus,planet,rv2_coarse,1,0.45,1013,4081,3307103923.4713106,1589882290.1796741,-1717221633.2916365,-1.0798401672189344,0.28021336097649074,42
Venus,planet,rv2_coarse,2,0.7,970,3743,318692467.26701033,298721354.078024,-19971113.1889863,-0.04857443511260242,0.9612584437330713,42
Venus,planet,rv2_coarse,3,0.9,941,3786,1739883.9508501594,12585937.02987982,10846053.07902966,1.170736145701151,0.24170485143964515,42
Venus,planet,rv2_coarse,4,1.31,976,3695,2651536.9880251023,1949198.858034506,-702338.1299905963,-0.7728973560294286,0.43958312961570734,42
Venus,planet,rv2_coarse,5,2.2,1055,3802,2399184.5410545026,2817934.692776828,418750.1517223255,1.2203380380065179,0.22233675573588307,42
Venus,planet,rv2_coarse,6,3.93,962,3686,1538307.0682822245,1622477.6327658708,84170.5644836463,0.3289124636026649,0.7422218534042564,42
Venus,planet,rv2_coarse,7,4.7,1029,3703,2642822.765779219,2174200.7484134487,-468622.0173657704,-0.17315803902204985,0.8625272053539006,42
Venus,planet,rv2_coarse,8,6.55,979,3557,12805926.022216547,197520697.49420488,184714771.47198832,0.954215514838418,0.3399745628118458,42
Venus,planet,rv2_coarse,9,9.18,1041,4069,29357844.523287404,411175691.18769777,381817846.66441035,2.2965041588087187,0.021647071645245708,42
Mars,planet,rv2_coarse,1,0.45,951,4143,1451421292.7664301,2041540973.0337467,590119680.2673166,0.6464631058284869,0.5179794831368412,42
Mars,planet,rv2_coarse,2,0.7,851,3862,60852780.65569918,356152254.07173586,295299473.41603667,1.0520734728715626,0.2927658416627663,42
Mars,planet,rv2_coarse,3,0.9,827,3900,5262169.809477026,11521993.323189102,6259823.5137120765,0.6622726730290879,0.5077964868260387,42
Mars,planet,rv2_coarse,4,1.31,855,3816,1975494.9442982457,2122940.6979494235,147445.75365117774,0.5980544622980372,0.5498035938087702,42
Mars,planet,rv2_coarse,5,2.2,876,3981,2416794.5275399545,2795231.1948317005,378436.667291746,1.1089045216081799,0.26747137303618684,42
Mars,planet,rv2_coarse,6,3.93,800,3848,1156002.213984375,1698415.3281899688,542413.1142055939,3.6172194183287596,0.00029778485646136943,42
Mars,planet,rv2_coarse,7,4.7,832,3900,8257671.970252404,1000037.6713107221,-7257634.298941682,-1.0984521378229917,0.2720071063809273,42
Mars,planet,rv2_coarse,8,6.55,812,3724,1533182.2161570583,191695268.15336123,190162085.93720418,1.0297891025234869,0.3031090174104749,42
Mars,planet,rv2_coarse,9,9.18,898,4212,552244546.2592132,286733096.1658858,-265511450.0933274,-0.5879308388050858,0.5565787159124342,42
Jupiter,planet,rv2_coarse,1,0.45,480,4614,154799216.74661458,2116190350.3817322,1961391133.6351175,3.8531978117926293,0.0001165851269373519,42
Jupiter,planet,rv2_coarse,2,0.7,486,4227,88106884.3744856,327519700.91247785,239412816.53799224,0.9051965285464125,0.3653612806403772,42
Jupiter,planet,rv2_coarse,3,0.9,466,4261,1833205.3331545065,11366654.472570993,9533449.139416486,1.1581011189597101,0.24682277343372494,42
Jupiter,planet,rv2_coarse,4,1.31,488,4183,1856994.8201844261,2123828.9286397323,266834.10845530615,1.2009588032218468,0.22976718220710768,42
Jupiter,planet,rv2_coarse,5,2.2,501,4356,1136959.2496257485,2909850.9661817034,1772891.716555955,6.619683185134059,3.5996983172026376e-11,42
Jupiter,planet,rv2_coarse,6,3.93,489,4159,1193068.656313906,1653496.8456660255,460428.1893521196,2.706288454621477,0.006803991686368027,42
Jupiter,planet,rv2_coarse,7,4.7,499,4233,2913935.339428858,2200915.7247783644,-713019.6146504935,-0.25115565316906063,0.8016937694536193,42
Jupiter,planet,rv2_coarse,8,6.55,479,4057,1463421.0784185803,176094933.16886225,174631512.09044367,1.0302378136184336,0.3028983829901868,42
Jupiter,planet,rv2_coarse,9,9.18,556,4554,4663880.122667491,373527072.0780152,368863191.9553477,2.5152223434066188,0.011895733603041858,42
Saturn,planet,rv2_coarse,1,0.45,961,4133,3471229339.030437,1573325551.8730795,-1897903787.1573575,-1.137402237090121,0.2553701725322739,42
Saturn,planet,rv2_coarse,2,0.7,846,3867,366577653.2565012,288885706.46704006,-77691946.78946114,-0.17656295137846836,0.8598516973180121,42
Saturn,planet,rv2_coarse,3,0.9,858,3869,42720573.037805945,3265271.8341787285,-39455301.203627214,-0.9682436915291072,0.3329226790838282,42
Saturn,planet,rv2_coarse,4,1.31,896,3775,2810589.5687779016,1926331.5568543046,-884258.011923597,-0.8934788787128097,0.37160077806900293,42
Saturn,planet,rv2_coarse,5,2.2,960,3897,2685977.2706380207,2737077.036935463,51099.76629744237,0.14774905481218253,0.8825408163058792,42
Saturn,planet,rv2_coarse,6,3.93,886,3762,1536144.6141365687,1621286.5034389952,85141.88930242648,0.3105592025337044,0.7561357461529585,42
Saturn,planet,rv2_coarse,7,4.7,917,3815,2931141.5695057977,2118656.1410550456,-812485.428450752,-0.27822620078977783,0.7808387232567435,42
Saturn,planet,rv2_coarse,8,6.55,870,3666,14267592.033979885,191681755.99920192,177414163.96522203,0.9441327473945735,0.34510181682135777,42
Saturn,planet,rv2_coarse,9,9.18,939,4171,347521354.54032713,330211664.27190536,-17309690.26842177,-0.049828639487282056,0.9602589440144096,42
Uranus,planet,rv2_coarse,1,0.45,125,4969,3319487009.902,1896452007.3378823,-1423035002.5641177,-0.4303556333393421,0.666936963611132,42
Uranus,planet,rv2_coarse,2,0.7,101,4612,12673908.881188119,309185962.0047797,296512053.1235916,1.2762344969757937,0.20187263744186934,42
Uranus,planet,rv2_coarse,3,0.9,95,4632,11029727.727631578,10414456.87796848,-615270.8496630974,-0.053598941637891376,0.9572546997523339,42
Uranus,planet,rv2_coarse,4,1.31,93,4578,3182708.9952956988,2073874.6055455438,-1108834.389750155,-1.5153466670533433,0.1296846359945405,42
Uranus,planet,rv2_coarse,5,2.2,85,4772,6505686.930147059,2659669.740923617,-3846017.189223442,-3.4959338718666015,0.0004724057574718721,42
Uranus,planet,rv2_coarse,6,3.93,84,4564,681492.0186011905,1622054.9133435583,940562.8947423678,6.959909286385484,3.40483197192043e-12,42
Uranus,planet,rv2_coarse,7,4.7,81,4651,519698.52777777775,2306694.133866226,1786995.606088448,1.395112749467379,0.16298184210487343,42
Uranus,planet,rv2_coarse,8,6.55,93,4443,796332.4086021505,160937218.9170913,160140886.50848916,1.0346270581705295,0.30084311250674745,42
Uranus,planet,rv2_coarse,9,9.18,96,5014,2583818275.921875,290304916.05564106,-2293513359.866234,-0.8925526102420793,0.37209680697239444,42
Neptune,planet,rv2_coarse,1,0.45,1277,3817,2247913059.6391444,1825470506.5602567,-422442553.0788877,-0.4558780629025854,0.6484776652248918,42
Neptune,planet,rv2_coarse,2,0.7,1218,3495,253748007.65599343,319937238.4085963,66189230.752602845,0.1732136206785336,0.8624835177145866,42
Neptune,planet,rv2_coarse,3,0.9,1203,3524,2131647.207034497,13258574.57514543,11126927.368110934,1.1177236314743355,0.263685046680995,42
Neptune,planet,rv2_coarse,4,1.31,1189,3482,2681595.3266400336,1895971.5787981045,-785623.7478419291,-1.0463179271193603,0.29541427122604014,42
Neptune,planet,rv2_coarse,5,2.2,1258,3599,3129140.510184817,2586404.1764205336,-542736.3337642835,-0.6974444401621871,0.48552469828726474,42
Neptune,planet,rv2_coarse,6,3.93,1237,3411,1815776.3001717867,1528639.305408971,-287136.99476281577,-1.0989306801671688,0.2717983032305753,42
Neptune,planet,rv2_coarse,7,4.7,1172,3560,399299.44053967576,2893975.014901493,2494675.5743618174,1.4916262611549869,0.1357971497720316,42
Neptune,planet,rv2_coarse,8,6.55,1192,3344,17448972.166739855,207631264.27628073,190182292.10954088,0.9237501609999154,0.35561640921405413,42
Neptune,planet,rv2_coarse,9,9.18,1298,3812,27095489.951433696,437687685.6334007,410592195.68196696,2.327498342746537,0.01993875709395021,42
Earth,earth,rv2_coarse,1,0.45,776,4318,681677631.2131927,2155957401.3150187,1474279770.101826,1.9498271697320473,0.051196722052819554,42
Earth,earth,rv2_coarse,2,0.7,778,3935,15697992.003912525,359601698.54739517,343903706.54348266,1.262819972401109,0.20665388533215756,42
Earth,earth,rv2_coarse,3,0.9,752,3975,3121167.808344415,11808923.321006289,8687755.512661874,0.9769604370348273,0.3285887391879896,42
Earth,earth,rv2_coarse,4,1.31,762,3909,1855732.9804790027,2142778.5494052186,287045.56892621587,1.1502981954755291,0.25002107380531324,42
Earth,earth,rv2_coarse,5,2.2,773,4084,2979873.9686287194,2679109.8959353575,-300764.0726933619,-0.3582358097326136,0.720166850818756,42
Earth,earth,rv2_coarse,6,3.93,741,3907,1600535.3987010797,1605914.3136997696,5378.914998689899,0.027464036864038154,0.9780896234455634,42
Earth,earth,rv2_coarse,7,4.7,763,3969,361720.12287024903,2644126.365233514,2282406.242363265,1.521465973165646,0.1281429439898749,42
Earth,earth,rv2_coarse,8,6.55,715,3821,1815427.2289335665,186814994.00522095,184999566.77628738,1.027922686173874,0.3039861971423736,42
Earth,earth,rv2_coarse,9,9.18,802,4308,1059300172.5453894,198253636.30688998,-861046536.2384994,-1.4935683882799802,0.13528846701199493,42
Fornax-A,fixed,rv2_coarse,1,0.45,1268,3826,959981546.1743888,2253306142.224402,1293324596.050013,1.764945946543125,0.07757285064630803,43
Fornax-A,fixed,rv2_coarse,2,0.7,1122,3591,12648893.845850218,393498652.9289891,380849759.0831389,1.2763950176652852,0.2018159165952218,43
Fornax-A,fixed,rv2_coarse,3,0.9,1147,3580,33353364.01612903,3081363.091166201,-30272000.92496283,-0.9925355858737196,0.320936329124605,43
Fornax-A,fixed,rv2_coarse,4,1.31,1107,3564,1771409.7016711833,2196756.2685185187,425346.5668473353,1.595772587958419,0.110539575527133,43
Fornax-A,fixed,rv2_coarse,5,2.2,1146,3711,2333585.9251199826,2848460.7713722717,514874.84625228914,1.4858733085828864,0.13731263485971423,43
Fornax-A,fixed,rv2_coarse,6,3.93,1116,3532,1699855.179547491,1575103.5033090317,-124751.6762384593,-0.6739025436930212,0.5003732748341772,43
Fornax-A,fixed,rv2_coarse,7,4.7,1189,3543,368402.30803195963,2916313.7604041253,2547911.452372166,1.516182820107305,0.12947313092208423,43
Fornax-A,fixed,rv2_coarse,8,6.55,1098,3438,627587940.5442673,7570262.898496582,-620017677.6457707,-0.9904292094121103,0.3219643743156606,43
Fornax-A,fixed,rv2_coarse,9,9.18,1246,3864,553069995.7066739,262554396.7238532,-290515598.98282063,-0.759296080664994,0.4476754615406835,43
Cygnus-A,fixed,rv2_coarse,1,0.45,22,5072,15829832.676136363,1939680134.9331255,1923850302.2569892,4.167442241071415,3.080365291574516e-05,43
Cygnus-A,fixed,rv2_coarse,2,0.7,23,4690,3031000.913043478,304301920.7978772,301270919.8848337,1.3187085236657934,0.18726657608900665,43
Cygnus-A,fixed,rv2_coarse,3,0.9,15,4712,1665565.4583333333,10454712.417444821,8789146.959111487,1.1805473074596569,0.23778260665963336,43
Cygnus-A,fixed,rv2_coarse,4,1.31,18,4653,1677932.1666666667,2097568.6872447883,419636.52057812153,1.7314930973647797,0.08336385495450838,43
Cygnus-A,fixed,rv2_coarse,5,2.2,20,4837,2284155.878125,2728807.9956972296,444652.1175722298,0.528437795732582,0.5971955104592803,43
Cygnus-A,fixed,rv2_coarse,6,3.93,20,4628,562448.315625,1609562.4433340535,1047114.1277090535,10.410673054008848,0.0,43
Cygnus-A,fixed,rv2_coarse,7,4.7,19,4713,667141.2467105263,2282591.621827778,1615450.3751172516,1.2347845335385799,0.216910705017338,43
Cygnus-A,fixed,rv2_coarse,8,6.55,23,4513,797676.4619565217,158453307.3352563,157655630.87329978,1.0346162410636142,0.30084816618589993,43
Cygnus-A,fixed,rv2_coarse,9,9.18,37,5073,1246411.8969594594,335814958.8707465,334568546.973787,2.541429003507072,0.011040036508540796,43
Sag-A,fixed,rv2_coarse,1,0.45,794,4300,947426286.9882714,2113058006.7048838,1165631719.7166123,1.3716627827365246,0.17016843939229398,43
Sag-A,fixed,rv2_coarse,2,0.7,723,3990,1488900004.879668,87912535.84838194,-1400987469.031286,-0.9830020110945951,0.32560644886158596,43
Sag-A,fixed,rv2_coarse,3,0.9,687,4040,6005613.619177584,11178646.494183168,5173032.875005584,0.5519856508801994,0.5809581843543652,43
Sag-A,fixed,rv2_coarse,4,1.31,673,3998,2250247.1515601785,2069978.3761255627,-180268.7754346158,-0.7190497520918011,0.4721102656948226,43
Sag-A,fixed,rv2_coarse,5,2.2,744,4113,2450106.7016129033,2777060.055130075,326953.3535171719,1.0021173548256808,0.31628691690072097,43
Sag-A,fixed,rv2_coarse,6,3.93,678,3970,1033045.5683075221,1702745.3548488666,669699.7865413445,4.79405813310599,1.6344087852004918e-06,43
Sag-A,fixed,rv2_coarse,7,4.7,717,4015,7890509.816684101,1273483.053250141,-6617026.763433959,-0.8860149920182451,0.3756094485777828,43
Sag-A,fixed,rv2_coarse,8,6.55,675,3861,2906813.397366898,184707594.79912305,181800781.40175614,1.0207153832935318,0.3073893040555631,43
Sag-A,fixed,rv2_coarse,9,9.18,773,4337,31830736.18642869,387140937.1730171,355310200.9865884,2.270051001585944,0.023204488756863206,43
