frequency_band,frequency_mhz,n_events,combined_z,mean_z,target,data_col,kind
9,9.18,1,-6.4855676022874915,-6.4855676022874915,Random-006,rv2_coarse,random
1,0.45,65,0.5184300788200257,0.06430333722950429,Random-007,rv2_coarse,random
2,0.7,64,3.4181691756502905,0.4272711469562863,Random-007,rv2_coarse,random
3,0.9,58,9.055258197759791,1.1890136525715984,Random-007,rv2_coarse,random
4,1.31,57,3.5932480499306636,0.47593733090940343,Random-007,rv2_coarse,random
5,2.2,63,-3.798184777425358,-0.4785263025970815,Random-007,rv2_coarse,random
6,3.93,59,-1.2524405644186276,-0.16305387314986952,Random-007,rv2_coarse,random
7,4.7,64,-0.5513846633733862,-0.06892308292167328,Random-007,rv2_coarse,random
8,6.55,62,-0.02259825266745501,-0.00286998095874918,Random-007,rv2_coarse,random
9,9.18,59,1.4187057603516358,0.18469975794240115,Random-007,rv2_coarse,random
1,0.45,37,-1.6362504889480782,-0.26899792336095973,Random-008,rv2_coarse,random
2,0.7,35,-7.635834106449964,-1.2906915366934617,Random-008,rv2_coarse,random
3,0.9,34,-5.7678129212683835,-0.9891717553642084,Random-008,rv2_coarse,random
4,1.31,35,-4.692996933065696,-0.7932612650816705,Random-008,rv2_coarse,random
5,2.2,38,-0.7259692749421128,-0.1177677674783788,Random-008,rv2_coarse,random
6,3.93,39,4.766330716301561,0.7632237380258475,Random-008,rv2_coarse,random
7,4.7,41,0.5245951214866903,0.08192799359098675,Random-008,rv2_coarse,random
8,6.55,39,-4.267859241999442,-0.6834044211213492,Random-008,rv2_coarse,random
9,9.18,36,-3.773667040525209,-0.6289445067542014,Random-008,rv2_coarse,random
1,0.45,1,9.622858332830846,9.622858332830846,Random-009,rv2_coarse,random
2,0.7,1,-9.833312786591458,-9.833312786591458,Random-009,rv2_coarse,random
3,0.9,1,-6.985716746869976,-6.985716746869976,Random-009,rv2_coarse,random
4,1.31,1,-3.836193331155319,-3.836193331155319,Random-009,rv2_coarse,random
5,2.2,1,-21.55970148837928,-21.55970148837928,Random-009,rv2_coarse,random
6,3.93,1,-4.004070820341019,-4.004070820341019,Random-009,rv2_coarse,random
7,4.7,1,-4.145631416573438,-4.145631416573438,Random-009,rv2_coarse,random
8,6.55,1,7.105398711285673,7.105398711285673,Random-009,rv2_coarse,random
9,9.18,1,5.325336965654876,5.325336965654876,Random-009,rv2_coarse,random
1,0.45,61,-5.098342111735451,-0.6527758168170992,Random-010,rv2_coarse,random
2,0.7,61,-11.355845720665688,-1.4539670550733632,Random-010,rv2_coarse,random
3,0.9,59,-8.364675191544013,-1.0889879538954292,Random-010,rv2_coarse,random
4,1.31,61,-0.8031767895356026,-0.1028362501666588,Random-010,rv2_coarse,random
5,2.2,62,0.9102613204097126,0.1156033032953946,Random-010,rv2_coarse,random
6,3.93,61,10.640139071893136,1.3623302088172966,Random-010,rv2_coarse,random
7,4.7,61,-3.201861989856948,-0.4099564191570174,Random-010,rv2_coarse,random
8,6.55,59,-1.8671067243562565,-0.2430765911289143,Random-010,rv2_coarse,random
9,9.18,59,1.7349169650351972,0.2258669503200884,Random-010,rv2_coarse,random
1,0.45,40,-6.812377795485537,-1.0771315057645512,Random-011,rv2_coarse,random
2,0.7,39,2.7623314928688125,0.44232704215073315,Random-011,rv2_coarse,random
3,0.9,38,-2.4671948964068675,-0.4002318623016865,Random-011,rv2_coarse,random
4,1.31,36,-1.4053655606020037,-0.23422759343366728,Random-011,rv2_coarse,random
5,2.2,41,-3.7728207825497035,-0.5892156145423019,Random-011,rv2_coarse,random
6,3.93,41,-0.623853822384632,-0.09742959831039426,Random-011,rv2_coarse,random
7,4.7,40,-3.583019037985057,-0.5665250529889072,Random-011,rv2_coarse,random
8,6.55,40,2.525373838888946,0.3992966637146087,Random-011,rv2_coarse,random
9,9.18,40,-1.063137102112973,-0.1680967353854002,Random-011,rv2_coarse,random
1,0.45,31,2.2200888687435505,0.39873973179696637,Random-012,rv2_coarse,random
2,0.7,30,-12.10922082350853,-2.2108311329489685,Random-012,rv2_coarse,random
3,0.9,27,-14.600328656787802,-2.809834560084482,Random-012,rv2_coarse,random
4,1.31,27,-12.681341619141396,-2.4405253324989635,Random-012,rv2_coarse,random
5,2.2,28,-9.263465124185924,-1.750630356951144,Random-012,rv2_coarse,random
6,3.93,28,-17.361788741977595,-3.281069666179548,Random-012,rv2_coarse,random
7,4.7,28,-12.8680624197758,-2.4318352155702008,Random-012,rv2_coarse,random
8,6.55,30,-4.407680613139779,-0.8047286993649527,Random-012,rv2_coarse,random
9,9.18,29,-4.646657020828426,-0.8628625468755069,Random-012,rv2_coarse,random
1,0.45,61,-5.191186436653394,-0.6646633144990687,Random-013,rv2_coarse,random
2,0.7,62,9.622694299672672,1.2220833981424384,Random-013,rv2_coarse,random
3,0.9,58,14.061351113928604,1.8463458559580512,Random-013,rv2_coarse,random
4,1.31,56,14.869200595641875,1.9869805087181038,Random-013,rv2_coarse,random
5,2.2,62,6.349357295755498,0.8063691829305344,Random-013,rv2_coarse,random
6,3.93,61,5.927093803685088,0.7588865976934394,Random-013,rv2_coarse,random
7,4.7,61,4.34710734988139,0.5565900618121731,Random-013,rv2_coarse,random
8,6.55,57,1.4048054398066867,0.1860710260404946,Random-013,rv2_coarse,random
9,9.18,56,-0.26595414876538925,-0.0355396180453998,Random-013,rv2_coarse,random
1,0.45,2,-19.545876185950434,-13.821021595318204,Random-014,rv2_coarse,random
2,0.7,1,-8.795638253351653,-8.795638253351653,Random-014,rv2_coarse,random
3,0.9,1,-10.393024482638872,-10.393024482638872,Random-014,rv2_coarse,random
4,1.31,1,21.93444500683064,21.93444500683064,Random-014,rv2_coarse,random
5,2.2,2,8.59338941729448,6.076443930345642,Random-014,rv2_coarse,random
6,3.93,2,2.405281201500044,1.7007906482412078,Random-014,rv2_coarse,random
7,4.7,2,4.357768715233969,3.0814078093845287,Random-014,rv2_coarse,random
8,6.55,2,-3.1336651546214904,-2.215835880800847,Random-014,rv2_coarse,random
9,9.18,2,-7.8256232526167695,-5.533551268936445,Random-014,rv2_coarse,random
1,0.45,27,-7.415899664236805,-1.427190555810125,Random-015,rv2_coarse,random
2,0.7,26,-11.565611923370003,-2.2682031109194236,Random-015,rv2_coarse,random
3,0.9,24,-10.862190353170348,-2.217235321187429,Random-015,rv2_coarse,random
4,1.31,24,-10.14587486998431,-2.071018035465681,Random-015,rv2_coarse,random
5,2.2,29,-11.454710182833361,-2.1270862811213607,Random-015,rv2_coarse,random
6,3.93,27,-0.27605691895933293,-0.053127178824276526,Random-015,rv2_coarse,random
7,4.7,25,9.227231403489121,1.8454462806978242,Random-015,rv2_coarse,random
8,6.55,26,-0.34246981258734993,-0.06716385604612927,Random-015,rv2_coarse,random
9,9.18,24,0.6274750684885175,0.1280828120095663,Random-015,rv2_coarse,random
1,0.45,12,-1.2762352973351643,-0.36841739623287956,Random-016,rv2_coarse,random
2,0.7,11,15.202608340125296,4.583758881720301,Random-016,rv2_coarse,random
3,0.9,10,8.542346058283226,2.7013270105536455,Random-016,rv2_coarse,random
4,1.31,9,8.82134823332787,2.94044941110929,Random-016,rv2_coarse,random
5,2.2,11,5.169511685241942,1.5586664190277588,Random-016,rv2_coarse,random
6,3.93,13,2.0198083431179383,0.5601940421324376,Random-016,rv2_coarse,random
7,4.7,12,8.056991269001958,2.3258530390083725,Random-016,rv2_coarse,random
8,6.55,12,-0.10443195243909904,-0.03014690792635601,Random-016,rv2_coarse,random
9,9.18,12,-3.475996677409647,-1.0034338087023522,Random-016,rv2_coarse,random
1,0.45,46,14.25545085380396,2.1018515597548544,Random-017,rv2_coarse,random
2,0.7,47,4.783379436706793,0.69772760086644,Random-017,rv2_coarse,random
3,0.9,44,-1.3164058297493575,-0.19845564586886769,Random-017,rv2_coarse,random
4,1.31,43,-4.572271613316575,-0.6972648842031295,Random-017,rv2_coarse,random
5,2.2,45,12.217450623093614,1.8212700069989656,Random-017,rv2_coarse,random
6,3.93,45,-5.934946245451317,-0.8847295498424199,Random-017,rv2_coarse,random
7,4.7,46,-6.830515048879564,-1.0071045003522656,Random-017,rv2_coarse,random
8,6.55,47,-3.645000438139569,-0.5316779579190501,Random-017,rv2_coarse,random
9,9.18,44,-2.3831374915662478,-0.35927149469790903,Random-017,rv2_coarse,random
1,0.45,36,3.664312463045263,0.6107187438408771,Random-018,rv2_coarse,random
2,0.7,32,-6.149586676925341,-1.0871036101870888,Random-018,rv2_coarse,random
3,0.9,31,-18.926425347365672,-3.399286340800819,Random-018,rv2_coarse,random
4,1.31,31,-12.847107793689354,-2.3074086754561103,Random-018,rv2_coarse,random
5,2.2,36,-1.6812799410937675,-0.28021332351562794,Random-018,rv2_coarse,random
6,3.93,37,15.720418337358396,2.5844208546782887,Random-018,rv2_coarse,random
7,4.7,36,-0.5631434085296204,-0.09385723475493674,Random-018,rv2_coarse,random
8,6.55,35,0.8148528674085681,0.13773527357361662,Random-018,rv2_coarse,random
9,9.18,32,-0.3919096681620286,-0.06928049599248501,Random-018,rv2_coarse,random
1,0.45,62,14.05968389509265,1.7855816402592997,Random-019,rv2_coarse,random
2,0.7,63,11.43189422645427,1.4402832922663387,Random-019,rv2_coarse,random
3,0.9,61,3.362030786992541,0.43046393220486373,Random-019,rv2_coarse,random
4,1.31,61,16.742284939212517,2.1436299265642855,Random-019,rv2_coarse,random
5,2.2,61,10.421806110517643,1.3343755376562692,Random-019,rv2_coarse,random
6,3.93,61,6.5366659829467855,0.836934317620003,Random-019,rv2_coarse,random
7,4.7,60,15.583728632853601,2.0118507155619225,Random-019,rv2_coarse,random
8,6.55,60,0.7204783900634893,0.09301336020060752,Random-019,rv2_coarse,random
9,9.18,62,-2.001909528931689,-0.25424276441721605,Random-019,rv2_coarse,random
1,0.45,3,5.284681782086469,3.051112449469134,Random-020,rv2_coarse,random
2,0.7,2,-4.533769483321189,-3.205859145993043,Random-020,rv2_coarse,random
3,0.9,2,0.0,0.0,Random-020,rv2_coarse,random
4,1.31,3,-9.460804366401309,-5.462197947692182,Random-020,rv2_coarse,random
5,2.2,3,-7.254331087152112,-4.188290005957942,Random-020,rv2_coarse,random
6,3.93,3,-5.377765785916389,-3.1048545241375862,Random-020,rv2_coarse,random
7,4.7,3,-3.807262767192889,-2.198124183514454,Random-020,rv2_coarse,random
8,6.55,3,0.7498664648695053,0.4329356053486819,Random-020,rv2_coarse,random
9,9.18,3,4.673670747578957,2.6983450642183904,Random-020,rv2_coarse,random
1,0.45,64,5.966812569583022,0.7458515711978777,Random-021,rv2_coarse,random
2,0.7,62,2.10694815057102,0.2675826827053361,Random-021,rv2_coarse,random
3,0.9,58,16.61729293761626,2.1819574594234514,Random-021,rv2_coarse,random
4,1.31,58,3.1143548034684883,0.4089348199029895,Random-021,rv2_coarse,random
5,2.2,61,14.448040350349181,1.8498820076032942,Random-021,rv2_coarse,random
6,3.93,59,5.3397163257133915,0.6951718533911526,Random-021,rv2_coarse,random
7,4.7,62,3.4509094302606127,0.4382659359092529,Random-021,rv2_coarse,random
8,6.55,59,1.455864445197875,0.18953740665601268,Random-021,rv2_coarse,random
9,9.18,56,-0.8502148884622471,-0.11361474349142676,Random-021,rv2_coarse,random
1,0.45,45,3.9102429832070227,0.5829046079328315,Random-022,rv2_coarse,random
2,0.7,49,26.267556280936997,3.752508040133857,Random-022,rv2_coarse,random
3,0.9,43,2.737319323172301,0.41743728332758895,Random-022,rv2_coarse,random
4,1.31,45,6.700670616952092,0.9988769996226888,Random-022,rv2_coarse,random
5,2.2,47,0.031088278798092686,0.004534691522567965,Random-022,rv2_coarse,random
6,3.93,45,-3.5953820140641484,-0.5359679059018361,Random-022,rv2_coarse,random
7,4.7,49,-1.895097408870287,-0.2707282012671839,Random-022,rv2_coarse,random
8,6.55,47,-1.7640427186269423,-0.25731207615444174,Random-022,rv2_coarse,random
9,9.18,46,-1.8081594791511824,-0.26659857064607023,Random-022,rv2_coarse,random
1,0.45,2,-19.545876185950434,-13.821021595318204,Random-023,rv2_coarse,random
2,0.7,1,-8.795638253351653,-8.795638253351653,Random-023,rv2_coarse,random
3,0.9,1,-10.393024482638872,-10.393024482638872,Random-023,rv2_coarse,random
4,1.31,1,21.93444500683064,21.93444500683064,Random-023,rv2_coarse,random
5,2.2,2,8.59338941729448,6.076443930345642,Random-023,rv2_coarse,random
6,3.93,2,2.405281201500044,1.7007906482412078,Random-023,rv2_coarse,random
7,4.7,2,4.357768715233969,3.0814078093845287,Random-023,rv2_coarse,random
8,6.55,2,-3.1336651546214904,-2.215835880800847,Random-023,rv2_coarse,random
9,9.18,2,-7.8256232526167695,-5.533551268936445,Random-023,rv2_coarse,random
1,0.45,47,2.381595262360061,0.3473913726955763,Random-024,rv2_coarse,random
2,0.7,45,16.413942741469555,2.4468461165810123,Random-024,rv2_coarse,random
3,0.9,46,10.617995230761986,1.5655379872669157,Random-024,rv2_coarse,random
4,1.31,47,-0.4222718788783489,-0.061594684022390316,Random-024,rv2_coarse,random
5,2.2,46,6.434428033163031,0.9487046559474647,Random-024,rv2_coarse,random
6,3.93,46,6.986470327257463,1.0300988516689846,Random-024,rv2_coarse,random
7,4.7,49,4.86834086741456,0.6954772667735085,Random-024,rv2_coarse,random
8,6.55,46,2.5650782914279744,0.3782001609786018,Random-024,rv2_coarse,random
9,9.18,44,-3.4860957754199933,-0.5255487122868718,Random-024,rv2_coarse,random
1,0.45,54,-5.293006016968221,-0.7202868859474056,Random-025,rv2_coarse,random
2,0.7,52,2.3494154537100775,0.32580530329689145,Random-025,rv2_coarse,random
3,0.9,50,-3.865200277759363,-0.5466218654095545,Random-025,rv2_coarse,random
4,1.31,50,10.842895218092897,1.5334169472817354,Random-025,rv2_coarse,random
5,2.2,54,-2.9747997663455217,-0.4048189730276195,Random-025,rv2_coarse,random
6,3.93,55,-0.2716423565762614,-0.03662824788858128,Random-025,rv2_coarse,random
7,4.7,54,-6.19454878448236,-0.8429713171533081,Random-025,rv2_coarse,random
8,6.55,53,-3.275125420884664,-0.4498730748154049,Random-025,rv2_coarse,random
9,9.18,54,-1.758625738225778,-0.23931865039880765,Random-025,rv2_coarse,random
1,0.45,2,-19.545876185950434,-13.821021595318204,Random-026,rv2_coarse,random
2,0.7,1,-8.795638253351653,-8.795638253351653,Random-026,rv2_coarse,random
3,0.9,1,-10.393024482638872,-10.393024482638872,Random-026,rv2_coarse,random
4,1.31,1,21.93444500683064,21.93444500683064,Random-026,rv2_coarse,random
5,2.2,2,8.59338941729448,6.076443930345642,Random-026,rv2_coarse,random
6,3.93,2,2.405281201500044,1.7007906482412078,Random-026,rv2_coarse,random
7,4.7,2,4.357768715233969,3.0814078093845287,Random-026,rv2_coarse,random
8,6.55,2,-3.1336651546214904,-2.215835880800847,Random-026,rv2_coarse,random
9,9.18,2,-7.8256232526167695,-5.533551268936445,Random-026,rv2_coarse,random
1,0.45,2,-19.545876185950434,-13.821021595318204,Random-027,rv2_coarse,random
2,0.7,1,-8.795638253351653,-8.795638253351653,Random-027,rv2_coarse,random
3,0.9,1,-10.393024482638872,-10.393024482638872,Random-027,rv2_coarse,random
4,1.31,1,21.93444500683064,21.93444500683064,Random-027,rv2_coarse,random
5,2.2,2,8.59338941729448,6.076443930345642,Random-027,rv2_coarse,random
6,3.93,2,2.405281201500044,1.7007906482412078,Random-027,rv2_coarse,random
7,4.7,2,4.357768715233969,3.0814078093845287,Random-027,rv2_coarse,random
8,6.55,2,-3.1336651546214904,-2.215835880800847,Random-027,rv2_coarse,random
9,9.18,2,-7.8256232526167695,-5.533551268936445,Random-027,rv2_coarse,random
1,0.45,3,5.284681782086469,3.051112449469134,Random-028,rv2_coarse,random
2,0.7,2,-4.533769483321189,-3.205859145993043,Random-028,rv2_coarse,random
3,0.9,2,0.0,0.0,Random-028,rv2_coarse,random
4,1.31,3,-9.460804366401309,-5.462197947692182,Random-028,rv2_coarse,random
5,2.2,3,-7.254331087152112,-4.188290005957942,Random-028,rv2_coarse,random
6,3.93,3,-5.377765785916389,-3.1048545241375862,Random-028,rv2_coarse,random
7,4.7,3,-3.807262767192889,-2.198124183514454,Random-028,rv2_coarse,random
8,6.55,3,0.7498664648695053,0.4329356053486819,Random-028,rv2_coarse,random
9,9.18,3,4.673670747578957,2.6983450642183904,Random-028,rv2_coarse,random
1,0.45,3,-10.403381228231668,-6.006394952601853,Random-029,rv2_coarse,random
2,0.7,2,-8.63888812341477,-6.108616373978513,Random-029,rv2_coarse,random
3,0.9,2,-12.288625771871944,-8.689370614754424,Random-029,rv2_coarse,random
4,1.31,2,12.797396487490815,9.04912583783766,Random-029,rv2_coarse,random
5,2.2,3,-5.431026380162304,-3.1356045425626653,Random-029,rv2_coarse,random
6,3.93,3,-0.3478474887836939,-0.200829841286201,Random-029,rv2_coarse,random
7,4.7,3,1.1646218421427015,0.6723947340652066,Random-029,rv2_coarse,random
8,6.55,3,1.5436769741396021,0.8912423165613262,Random-029,rv2_coarse,random
9,9.18,3,-4.244236445294555,-2.4504110541952313,Random-029,rv2_coarse,random
1,0.45,15,-2.950632595393216,-0.7618500601823129,Random-030,rv2_coarse,random
2,0.7,13,-7.681891904129435,-2.130573473300798,Random-030,rv2_coarse,random
3,0.9,13,-1.3073539473862668,-0.362594745575495,Random-030,rv2_coarse,random
4,1.31,13,-3.0183540266684896,-0.8371407854351107,Random-030,rv2_coarse,random
5,2.2,17,-3.097696206622533,-0.7513016856458736,Random-030,rv2_coarse,random
6,3.93,14,6.716883955897148,1.7951627478347096,Random-030,rv2_coarse,random
7,4.7,15,-1.1975376663062565,-0.3092028958706817,Random-030,rv2_coarse,random
