target,kind,data_col,n_blocked,n_visible,mean_blocked,mean_visible,diff_visible_minus_blocked,z_score,p_value
Fornax-A,fixed,rv1_coarse,1243734,3848416,10743830.690681823,11515979.23518208,772148.5445002578,9.418988481071864,0.0
Cygnus-A,fixed,rv1_coarse,24954,5067196,3846729.0905846404,11364224.906015178,7517495.815430538,36.18754450737237,0.0
Sag-A,fixed,rv1_coarse,754163,4337987,11585956.795340672,11282432.688235909,-303524.1071047634,-2.9593232049467146,0.0030831555359962515
Random-00,random,rv1_coarse,780236,4311914,11532043.838497378,11290352.847531999,-241690.9909653794,-2.4434590498994218,0.01454722040899048
Random-01,random,rv1_coarse,1058187,4033963,11316991.507008702,11330112.093928462,13120.586919760332,0.14388635961857058,0.8855902070466211
Random-02,random,rv1_coarse,896045,4196105,11620146.242747182,11264868.806787377,-355277.4359598048,-3.699917120154808,0.00021566988919796692
Random-03,random,rv1_coarse,519816,4572334,11470331.031792937,11311134.45976704,-159196.57202589698,-1.3082927343614608,0.1907740385549137
Random-04,random,rv1_coarse,955356,4136794,11415263.52249624,11307090.893766774,-108172.62872946635,-1.1409598977651423,0.25388661154946535
Random-05,random,rv1_coarse,102512,4989638,12115634.12594804,11311190.988017116,-804443.1379309241,-3.18172003143168,0.001464032675309035
Random-06,random,rv1_coarse,1315250,3776900,11701970.68913507,11196941.755328987,-505028.9338060841,-6.019176005077818,1.7530716878155772e-09
Random-07,random,rv1_coarse,817018,4275132,11244774.818436917,11343173.224119684,98398.40568276681,1.0104244810963656,0.3122919638121433
Random-08,random,rv1_coarse,1028788,4063362,11871191.31526719,11189701.309835508,-681490.0054316819,-7.495808521972776,6.59472476627343e-14
Random-09,random,rv1_coarse,1102008,3990142,10960910.15130069,11428599.681558298,467689.53025760874,5.428931112997664,5.6692559313731294e-08
Random-10,random,rv1_coarse,806393,4285757,11607082.341672752,11274758.768133242,-332323.57353951037,-3.398964453282981,0.0006764150698910232
Random-11,random,rv1_coarse,19619,5072531,2389780.8758178507,11361953.461414877,8972172.585597027,45.01558488859817,0.0
Random-12,random,rv1_coarse,1091661,4000489,11254027.658123387,11347403.574236128,93375.91611274146,1.0534378931737678,0.2921403447951594
Random-13,random,rv1_coarse,757484,4334666,10503325.393850606,11471390.259815037,968064.8659644313,10.014891040546718,0.0
Random-14,random,rv1_coarse,20352,5071798,4536747.20166853,11354634.862338478,6817887.660669948,22.69585367943985,0.0
Random-15,random,rv1_coarse,22264,5069886,3056226.2753007608,11363707.673662413,8307481.398361652,37.09422422044538,0.0
Random-16,random,rv1_coarse,824608,4267542,11826267.800132582,11230987.586403418,-595280.2137291636,-5.996000371417548,2.0223656083118158e-09
Random-17,random,rv1_coarse,274409,4817741,12943353.851439271,11235343.177968124,-1708010.6734711472,-10.282767498528994,0.0
Random-18,random,rv1_coarse,844515,4247635,11756293.367615247,11242110.061536677,-514183.30607856996,-5.26087589281694,1.4337078435566752e-07
