target,kind,data_col,n_blocked,n_visible,mean_blocked,mean_visible,diff_visible_minus_blocked,z_score,p_value
Random-28,random,rv2_coarse,766537,5362193,612974550.0253425,477100098.8993349,-135874451.12600756,-4.7748097548793424,1.7987721872003704e-06
Random-29,random,rv2_coarse,173074,5955656,417532140.8734826,496319217.4834412,78787076.60995859,1.4400523375302707,0.14985259229620773
Random-30,random,rv2_coarse,1209480,4919250,517957739.2460354,488227058.35377395,-29730680.892261446,-1.2743617798108309,0.2025352309899935
Random-31,random,rv2_coarse,799037,5329693,538603273.7638009,487421421.6863319,-51181852.07746893,-1.9158860690707078,0.05537959907649359
Random-32,random,rv2_coarse,5247,6123483,261632366.04566598,494293476.15490353,232661110.10923755,1.3507613426889453,0.1767718950107724
Random-33,random,rv2_coarse,1240389,4888341,528905629.8222461,485261105.5571841,-43644524.265061975,-1.9925455263667993,0.04631123522897562
Random-34,random,rv2_coarse,891356,5237374,517725667.6941939,490072430.0034467,-27653237.6907472,-1.0393926971791727,0.2986221390178927
Random-35,random,rv2_coarse,4112,6124618,407667772.6087613,494152313.39964885,86484540.79088753,0.24044467933118333,0.8099855448161026
Random-36,random,rv2_coarse,5612,6123118,425835155.6048841,494156848.90881467,68321693.30393058,0.23747378259493002,0.8122892560033177
Random-37,random,rv2_coarse,3578,6125152,467881005.30711114,494109600.06104493,26228594.753933787,0.06345715067211079,0.9494024792496507
Random-38,random,rv2_coarse,407772,5720958,579428967.9381707,488011898.38415444,-91417069.55401623,-2.3635655870564234,0.01810002252036269
Random-39,random,rv2_coarse,1189671,4939059,359444926.2719557,526527275.4156641,167082349.14370835,8.457807559974707,0.0
Random-40,random,rv2_coarse,1218806,4909924,463266257.3126008,501746827.29507726,38480569.98247647,1.7825770748058236,0.07465517441531389
Random-41,random,rv2_coarse,832868,5295862,521318487.9421923,489812800.41939545,-31505687.52279687,-1.189028566129553,0.23442842609815417
Random-42,random,rv2_coarse,234489,5894241,423926827.78604835,496885740.73394275,72958912.9478944,1.6577769515251124,0.0973624950990375
Random-43,random,rv2_coarse,3969,6124761,422235422.5013483,494140853.9660878,71905431.4647395,0.19296455602126159,0.8469867265571842
Random-44,random,rv2_coarse,1069465,5059265,383983101.87243414,517370407.6038899,133387305.73145574,6.502691234059858,7.889555675433257e-11
Random-45,random,rv2_coarse,162036,5966694,505265880.50490475,493790903.4813257,-11474977.023579061,-0.20282175153044923,0.8392743560100431
Random-46,random,rv2_coarse,1197445,4931285,358589242.7921854,526998457.28543544,168409214.49325,8.590238966683689,0.0
Random-47,random,rv2_coarse,518297,5610433,335635902.25640905,508732820.0939761,173096917.83756703,6.547341221080716,5.857048179791491e-11
Random-48,random,rv2_coarse,62376,6066354,507420454.85889953,493957264.1124833,-13463190.746416211,-0.13527262365140325,0.89239632926522
Random-49,random,rv2_coarse,1135740,4992990,510148611.6290248,490442460.14883846,-19706151.480186343,-0.8831539313609084,0.37715310847501726
Random-50,random,rv2_coarse,1117373,5011357,363243947.94302857,523269745.7844556,160025797.84142703,7.912465086173751,2.4424906541753444e-15
Random-51,random,rv2_coarse,201249,5927481,877620823.5134006,481072848.67869675,-396547974.8347038,-6.732534031121044,1.66733293838206e-11
Random-52,random,rv2_coarse,337639,5791091,356345016.2373788,502125507.66905993,145780491.43168116,4.097544904485768,4.175551848861758e-05
Random-53,random,rv2_coarse,748142,5380588,354499813.955812,513504152.97688067,159004339.0210687,6.910007690409536,4.846345547093733e-12
Random-54,random,rv2_coarse,908963,5219767,578634527.8377316,479372567.19373286,-99261960.64399874,-3.6148339098745157,0.0003005402345264141
Random-55,random,rv2_coarse,331581,5797149,545431782.0775417,491157923.92726916,-54273858.15027255,-1.3391372146074256,0.1805260073585755
Random-56,random,rv2_coarse,606245,5522485,343748913.06131536,510598837.92735344,166849924.86603808,6.943347849367239,3.829159211932165e-12
Random-57,random,rv2_coarse,1226305,4902425,574055150.8636996,474092674.8476904,-99962476.01600915,-4.276544637025116,1.898165111091643e-05
Random-58,random,rv2_coarse,6017,6122713,233947447.62272975,494349942.82399845,260402495.2012687,1.7310246641386424,0.08344736555486065
Random-59,random,rv2_coarse,1255970,4872760,454475989.88399774,504306034.8253338,49830044.941336036,2.3628487769910174,0.01813506796216635
Random-60,random,rv2_coarse,1020005,5108725,455250950.9484112,501849725.1364995,46598774.1880883,2.051327141696676,0.04023509901718936
Random-61,random,rv2_coarse,932428,5196302,360024537.7021496,518151855.61377263,158127317.911623,7.239257548747203,4.511946372076636e-13
Random-62,random,rv2_coarse,838012,5290718,321298008.1605471,521463985.95719165,200165977.79664457,9.306433610933894,0.0
Random-63,random,rv2_coarse,1070076,5058654,343090182.06523037,526036750.8049502,182946568.7397198,9.246020662196894,0.0
Random-64,random,rv2_coarse,604149,5524581,500380274.6809356,493406873.8791025,-6973400.801833093,-0.24054325589685965,0.8099091340552218
Random-65,random,rv2_coarse,1244964,4883766,376900869.3570449,523969098.71436775,147068229.35732287,7.605358628826319,2.842170943040401e-14
Random-66,random,rv2_coarse,4398,6124332,531444431.051721,494067465.7517476,-37376965.29997337,-0.1018736543742074,0.9188569619069797
Random-67,random,rv2_coarse,1199217,4929513,355547554.83864236,527798955.23131096,172251400.3926686,8.805626093910742,0.0
Random-68,random,rv2_coarse,280041,5848689,571831486.8672732,490372153.80340785,-81459333.06386536,-1.8109936883097595,0.07014182869425656
Random-69,random,rv2_coarse,1314464,4814266,532332369.40315473,483653945.9296496,-48678423.47350514,-2.227533222966136,0.02591165796541195
Random-70,random,rv2_coarse,43937,6084793,232900486.0931568,495980312.6602045,263079826.56704772,3.699622823571055,0.00021592012485371903
Random-71,random,rv2_coarse,902016,5226714,337832251.493455,521061681.7960536,183229430.3025986,8.826134871121408,0.0
Random-72,random,rv2_coarse,1152525,4976205,527075959.9121419,486455494.21142346,-40620465.70071846,-1.6740063699869772,0.09412934745210544
Random-73,random,rv2_coarse,272269,5856461,464730821.98071814,495459405.7913524,30728583.810634255,0.6064884387469556,0.5441904572119283
Random-74,random,rv2_coarse,1278854,4849876,488620153.9643251,495537750.83985734,6917596.8755322695,0.3250299141649638,0.7451584315769342
Random-75,random,rv2_coarse,1223554,4905176,499775627.6675648,492677126.1489778,-7098501.518586993,-0.3176438321968049,0.7507551214567594
Random-76,random,rv2_coarse,1190287,4938443,336803246.58135444,532005321.779864,195202075.19850957,10.36564898199395,0.0
Random-77,random,rv2_coarse,1314507,4814223,637440672.6822649,454954051.1406621,-182486621.54160285,-7.461721225425264,8.548717289613705e-14
Random-78,random,rv2_coarse,1319159,4809571,512803176.9912941,488962852.84351546,-23840324.14777863,-1.0986650411543137,0.27191419637191894
Random-79,random,rv2_coarse,834226,5294504,601752065.6013714,477131241.1118639,-124620824.4895075,-4.435819941352119,9.17224923724369e-06
Random-80,random,rv2_coarse,686233,5442497,504664189.18184036,492761550.94532454,-11902638.23651582,-0.4201531525570296,0.6743735754706075
Random-81,random,rv2_coarse,1317090,4811640,587369415.7870826,468562090.97752297,-118807324.80955958,-5.192075178899323,2.0796299149417052e-07
Random-82,random,rv2_coarse,998615,5130115,620155284.0993913,469555578.0404891,-150599706.05890226,-5.567503073666029,2.5841552231398168e-08
Random-83,random,rv2_coarse,1301140,4827590,522352789.01082665,486478009.80956376,-35874779.20126289,-1.668142310895651,0.0952874796480534
Random-84,random,rv2_coarse,152343,5976387,580813722.0395782,491883738.18720615,-88929983.85237205,-1.840886988925056,0.06563812148311099
Random-85,random,rv2_coarse,273588,5855142,482588023.6499379,494631930.5416945,12043906.891756594,0.27022705584886464,0.7869855791455169
Random-86,random,rv2_coarse,3922,6124808,219081459.3905035,494270391.1349333,275188931.7444298,1.6853438567158825,0.09192224884955946
Random-87,random,rv2_coarse,459583,5669147,539883421.3864425,490382281.64114493,-49501139.74529761,-1.2783584601069318,0.20112306374331812
Random-88,random,rv2_coarse,1098388,5030342,374707747.90346044,520162642.91094166,145454895.00748122,7.017039512770801,2.2661872378648695e-12
Random-89,random,rv2_coarse,1323159,4805571,585699786.246279,468871761.5035252,-116828024.7427538,-5.098741758146852,3.4191863962362845e-07
Random-90,random,rv2_coarse,642026,5486704,587107985.621861,483210301.06476253,-103897684.55709845,-3.211564988748113,0.0013201410750161013
Random-91,random,rv2_coarse,1261587,4867143,556569173.0146164,477900495.2174423,-78668677.7971741,-3.4536753708869217,0.0005530026169522362
Random-92,random,rv2_coarse,39298,6089432,238428288.39927733,495744221.85724103,257315933.4579637,3.0879897980445583,0.00201515388761897
Random-93,random,rv2_coarse,226054,5902676,316237973.02477646,500905627.2978485,184667654.27307206,4.339846825052849,1.425820673373046e-05
Random-94,random,rv2_coarse,27649,6101081,66316834.228918485,496032897.9602963,429716063.7313778,7.924162438273783,2.220446049250313e-15
Random-95,random,rv2_coarse,1179110,4949620,423833084.72534025,510832074.9349648,86998990.20962453,4.158119349140305,3.2087837509520156e-05
Random-96,random,rv2_coarse,663476,5465254,473280319.8741424,496621081.0625234,23340761.188381016,0.8275237733673019,0.40794025313983506
Random-97,random,rv2_coarse,833796,5294934,539221724.1150012,486988046.79905474,-52233677.31594646,-1.8841681228447549,0.0595422379313999
Random-98,random,rv2_coarse,23392,6105338,36287108.02819975,495848330.63117933,459561222.6029796,16.06218423289454,0.0
Random-99,random,rv2_coarse,4696,6124034,296191915.2575588,494246042.07554185,198054126.81798303,1.028272228031183,0.30382179101140894
Random-100,random,rv2_coarse,679228,5449502,352507709.5105412,511741692.4986307,159233982.9880895,6.521711913058288,6.950950925954658e-11
Random-101,random,rv2_coarse,1127022,5001708,355873827.6442775,525239148.3650765,169365320.72079897,8.602966461030475,0.0
Random-102,random,rv2_coarse,913523,5215207,504901172.4366346,492201296.9997674,-12699875.436867177,-0.5335784967336552,0.5936331888037476
Random-103,random,rv2_coarse,1257575,4871155,592977917.1993985,468565726.0029837,-124412191.19641483,-5.305546930058323,1.1233566099555503e-07
Random-104,random,rv2_coarse,22557,6106173,107083830.94433805,495523954.7414537,388440123.7971157,5.389851316228561,7.051600059426733e-08
Random-105,random,rv2_coarse,466900,5661830,363507388.3411154,504863071.41924614,141355683.07813072,4.928604318361703,8.281911063612313e-07
Random-106,random,rv2_coarse,4715,6124015,496368709.11025316,494092536.48246175,-2276172.6277914047,-0.006650647573625948,0.9946935900997611
Random-107,random,rv2_coarse,386933,5741797,365446809.0923528,502763691.06876576,137316881.97641295,4.463919240244799,8.047390676502175e-06
Random-108,random,rv2_coarse,570425,5558305,503400953.6098199,493139184.39294297,-10261769.216876924,-0.3263279235635974,0.7441762636059595
Random-109,random,rv2_coarse,992241,5136489,336431956.83390856,524550700.29143703,188118743.45752847,9.169907393323058,0.0
Random-110,random,rv2_coarse,234756,5893974,422699090.7507981,496937946.37061584,74238855.61981773,1.8842413542631664,0.05953233610285391
Random-111,random,rv2_coarse,6411,6122319,220388671.36973011,494380899.0511515,273992227.6814214,1.940149366921725,0.05236153989830705
Random-112,random,rv2_coarse,591621,5537109,493806379.8018291,494125049.5602234,318669.75839430094,0.010340399101675066,0.9917497022301007
Random-113,random,rv2_coarse,1207490,4921240,554925134.6303787,479168651.0829105,-75756483.54746825,-3.1667241370474444,0.001541664891469896
Random-114,random,rv2_coarse,3043,6125687,234440595.61836207,494223273.33042496,259782677.7120629,1.2488249496901773,0.21172910635733233
Random-115,random,rv2_coarse,3949,6124781,424356117.0662608,494139251.8301966,69783134.7639358,0.18632620450253282,0.8521889590527636
Random-116,random,rv2_coarse,398667,5730063,357292052.6158112,503612252.174175,146320199.5583638,5.11816762465115,3.0851834886824747e-07
Random-117,random,rv2_coarse,1044095,5084635,547616850.6259686,483103795.5754499,-64513055.05051869,-2.51915026671836,0.011763844060100004
Random-118,random,rv2_coarse,1140353,4988377,512853435.0543667,489805908.82476336,-23047526.22960335,-0.9570341310029492,0.33855002807457546
Random-119,random,rv2_coarse,1032885,5095845,382764200.42096347,516659961.6193766,133895761.19841313,6.511544556541332,7.438205607002146e-11
Random-120,random,rv2_coarse,513821,5614909,345409063.7736113,507700490.375334,162291426.60172272,5.738403796069151,9.557302727003503e-09
Random-121,random,rv2_coarse,528585,5600145,387724046.3511272,504134333.70557135,116410287.35444415,4.134655411703227,3.5548762367776376e-05
Random-122,random,rv2_coarse,1218369,4910361,402967716.96728766,516704802.1349918,113737085.16770416,5.548188735488779,2.8864419743257486e-08
Random-123,random,rv2_coarse,883434,5245296,576738384.2807802,480175034.0669795,-96563350.21380067,-3.586281893666595,0.00033542636053085495
Random-124,random,rv2_coarse,2934,6125796,239883952.21706316,494216043.7197538,254332091.50269064,1.1790270270474645,0.2383874139528115
Random-125,random,rv2_coarse,1179624,4949106,445868760.1232907,505588886.7561983,59720126.63290757,2.783723189047113,0.005373887548896006
Random-126,random,rv2_coarse,442695,5686035,504550726.1236154,493280185.5016377,-11270540.621977687,-0.3225098035209599,0.7470665120649564
Random-127,random,rv2_coarse,1173346,4955384,621801735.3757095,463855455.85850674,-157946279.5172028,-6.42468366467696,1.3214407346140433e-10
Random-128,random,rv2_coarse,4149,6124581,562689936.0407948,494047818.5732975,-68642117.46749735,-0.17650460514544397,0.8598975310972929
Random-129,random,rv2_coarse,6480,6122250,217901045.99811378,494386620.0321827,276485574.03406894,1.978788587399962,0.04783981396311554
Random-130,random,rv2_coarse,1231068,4897662,540246611.9569683,482493517.76040435,-57753094.19656396,-2.4398337489444817,0.014694022502995452
Random-131,random,rv2_coarse,3369,6125361,495190091.38466763,494093684.9031792,-1096406.4814884067,-0.0024977766683208693,0.9980070646322969
Random-132,random,rv2_coarse,1195413,4933317,509881529.79386526,490268813.8821455,-19612715.91171974,-0.8674589092464369,0.3856906166447256
Random-133,random,rv2_coarse,737612,5391118,544019028.0354217,487263591.7008003,-56755436.33462143,-1.941824577809003,0.0521583404304895
Random-134,random,rv2_coarse,1314606,4814124,519873220.7481747,487054763.86466646,-32818456.883508265,-1.523680478820462,0.12758854824128352
Random-135,random,rv2_coarse,1140114,4988616,406275584.828222,514164650.30566674,107889065.47744477,5.070445014421602,3.968865729397919e-07
Random-136,random,rv2_coarse,1218169,4910561,501387640.8671186,492285016.3520299,-9102624.515088677,-0.4059782568237575,0.6847585765322495
Random-137,random,rv2_coarse,757731,5370999,512260457.38181597,491531436.6354783,-20729020.746337652,-0.7330035315963934,0.4635562754243636
Random-138,random,rv2_coarse,3096,6125634,24047528.021758165,494331857.2613614,470284329.2396033,27.679891771565696,0.0
Random-139,random,rv2_coarse,1053183,5075547,509880759.4263208,490818572.9371056,-19062186.489215195,-0.7773941141317455,0.4369262839711947
Random-140,random,rv2_coarse,3157,6125573,215095079.63225693,494238078.31588966,279142998.68363273,1.3953474463808895,0.16291109086306488
Random-141,random,rv2_coarse,662160,5466570,310792418.02359134,516297454.48271877,205505036.45912743,8.698063953328747,0.0
Random-142,random,rv2_coarse,25288,6103442,56408411.31996494,495907723.43943614,439499312.1194712,11.947096925921398,0.0
Random-143,random,rv2_coarse,214842,5913888,387009872.17126137,497984491.47381216,110974619.3025508,2.375611399985599,0.017519903008084814
Random-144,random,rv2_coarse,327397,5801333,357817785.6324883,501785023.1502618,143967237.5177735,4.410841228465915,1.0296980098800645e-05
Random-145,random,rv2_coarse,1309505,4819225,640673404.7890348,454265043.9296429,-186408360.85939193,-7.593156035032181,3.1308289294429414e-14
Random-146,random,rv2_coarse,1197122,4931608,500735534.54557616,492482159.7101448,-8253374.835431337,-0.3680160796409206,0.7128612444937428
Random-147,random,rv2_coarse,26405,6102325,78094748.45140377,495894333.9525901,417799585.5011864,10.102521680870556,0.0
Random-148,random,rv2_coarse,1300918,4827812,619927221.4711915,460186933.99167943,-159740287.4795121,-6.687095759905976,2.2764234941519135e-11
Random-149,random,rv2_coarse,12884,6115846,107716904.02863957,494908252.8694467,387191348.84080714,5.482228510036199,4.2000124045316056e-08
Random-150,random,rv2_coarse,1078435,5050295,505058844.18789405,491752927.0346241,-13305917.153269947,-0.5921620053017731,0.5537421092698909
Random-151,random,rv2_coarse,48709,6080021,248919585.34887788,496058460.84862846,247138875.49975058,3.2878637733799,0.0010095067464601648
Random-152,random,rv2_coarse,1224725,4904005,483083054.16007483,496844230.33090293,13761176.170828104,0.623770693380346,0.5327781888223311
Random-153,random,rv2_coarse,678969,5449761,351351878.3963315,511878126.35218656,160526247.95585507,6.697449877381269,2.120881248401929e-11
Random-154,random,rv2_coarse,5630,6123100,426040216.2110652,494156861.2063872,68116644.99532205,0.2375161850845039,0.8122563645189491
Random-155,random,rv2_coarse,1183850,4944880,445513653.670164,505724940.6199289,60211286.94976491,2.8124957985342562,0.004915866571065797
Random-156,random,rv2_coarse,1318351,4810379,568465610.1080394,473711796.4548228,-94753813.6532166,-4.2076036138974136,2.5809307373947377e-05
Random-157,random,rv2_coarse,1332996,4795734,587053483.9557314,468255857.6791465,-118797626.27658486,-5.202666621415591,1.9644909121652177e-07
Random-158,random,rv2_coarse,1175051,4953679,339671409.3181659,530724589.55846304,191053180.24029714,9.88424976479456,0.0
Random-159,random,rv2_coarse,3647,6125083,458883768.2752862,494115252.66958797,35231484.39430177,0.0868813649619154,0.9307658121075959
Random-160,random,rv2_coarse,3082,6125648,539482108.3424686,494071451.6100479,-45410656.73242074,-0.09464398140918956,0.9245976144940129
Random-161,random,rv2_coarse,1160851,4967879,510233641.7442767,490322982.9103352,-19910658.83394152,-0.8708349840457336,0.3838442604793775
Random-162,random,rv2_coarse,1244224,4884506,501035624.79413354,492326129.6119284,-8709495.18220514,-0.4042368026192155,0.6860385930730288
Random-163,random,rv2_coarse,1228483,4900247,496639084.342656,493456311.6960388,-3182772.6466172338,-0.14966595462074297,0.8810281698529023
Random-164,random,rv2_coarse,211087,5917643,599253802.8050455,490343164.6345325,-108910638.17051297,-1.9760646730172253,0.0481474528789958
Random-165,random,rv2_coarse,1251745,4876985,599283448.0525223,467096048.8063002,-132187399.24622208,-5.520460535952793,3.381123270251862e-08
Random-166,random,rv2_coarse,1264254,4864476,535414287.0696778,483355417.7644436,-52058869.30523425,-2.2322011119133496,0.02560167397124702
Random-167,random,rv2_coarse,23043,6105687,61702842.7488059,495726142.63794345,434023299.88913757,10.804493226230019,0.0
Random-168,random,rv2_coarse,1269435,4859295,526239980.0496169,485696594.7109228,-40543385.338694096,-1.8744378895707414,0.06087009525859055
Random-169,random,rv2_coarse,241475,5887255,454161169.55893695,495732207.08986676,41571037.530929804,0.8460166751832394,0.39754344193923696
Random-170,random,rv2_coarse,3174,6125556,525514218.60445833,494078007.1458407,-31436211.458617628,-0.0674733864769784,0.9462048482453991
Random-171,random,rv2_coarse,1211545,4917185,497854291.5260726,493167860.4004411,-4686431.125631511,-0.20960208669910693,0.8339782508702607
Random-172,random,rv2_coarse,1195546,4933184,537901678.770489,483477665.3015083,-54424013.46898067,-2.268105108113648,0.02332280111285301
Random-173,random,rv2_coarse,317066,5811664,394176458.62864447,499545488.21792656,105369029.5892821,2.69261628820553,0.007089380770894271
Random-174,random,rv2_coarse,1148496,4980234,584104798.7117391,473336887.0556805,-110767911.65605855,-4.600049599718593,4.223903552924568e-06
Random-175,random,rv2_coarse,450233,5678497,341703113.9243347,506176980.4894856,164473866.56515092,5.731413539906573,9.959711277929273e-09
Random-176,random,rv2_coarse,602471,5526259,716582339.1239969,469838710.9318843,-246743628.19211257,-7.104817550803702,1.2048140263232199e-12
Random-177,random,rv2_coarse,23303,6105427,61004723.14958039,495747290.10870886,434742566.9591285,10.938436113060664,0.0
Random-178,random,rv2_coarse,3242,6125488,60408713.46758487,494323821.7462897,433915108.2787048,14.019534379090441,0.0
Random-179,random,rv2_coarse,56068,6072662,179293846.6390642,497000794.0301534,317706947.3910892,6.135666074590422,8.480312008174451e-10
Random-180,random,rv2_coarse,1323945,4804785,566104721.964902,474252014.84525865,-91852707.11964339,-4.087374999783193,4.3628160737885224e-05
Random-181,random,rv2_coarse,1046888,5081842,447223947.8281452,503749840.8994586,56525893.07131338,2.640037602813212,0.008289682888128258
Random-182,random,rv2_coarse,758548,5370182,338295057.73111105,516101212.9231893,177806155.19207823,7.972138391674996,1.5543122344752192e-15
Random-183,random,rv2_coarse,4635,6124095,501195396.91444176,494088913.1545803,-7106483.759861469,-0.02041846859017374,0.9837095511168463
Random-184,random,rv2_coarse,1165140,4963590,456759007.4966079,502858272.59614503,46099265.099537134,2.113315487686623,0.034573773992548684
Random-185,random,rv2_coarse,98638,6030092,485594252.5972277,494233328.01264274,8639075.415415049,0.12156668348501552,0.9032422004673608
Random-186,random,rv2_coarse,3020,6125710,233118719.43786862,494222949.6233735,261104230.18550488,1.2458308685723103,0.21282649432109668
Random-187,random,rv2_coarse,1296178,4832552,490008767.96301126,495190097.9915658,5181330.028554559,0.2398775034231248,0.8104252214170933
Random-188,random,rv2_coarse,578431,5550299,316699740.77380264,512581670.9180112,195881930.14420855,7.789921858406362,6.661338147750939e-15
Random-189,random,rv2_coarse,25414,6103316,71589973.48390159,495853581.1817673,424263607.6978657,7.2023961265698055,5.915268275202834e-13
Random-190,random,rv2_coarse,1055347,5073383,488740331.94981897,495207998.3253488,6467666.375529826,0.2779541454404282,0.7810475588084209
Random-191,random,rv2_coarse,1041850,5086880,537932441.444446,485115742.6853398,-52816698.75910616,-2.2295045568209813,0.02578035245551935
Random-192,random,rv2_coarse,1208353,4920377,529480270.1922341,485404148.97933656,-44076121.21289754,-1.8698076113949664,0.0615105390210724
Random-193,random,rv2_coarse,92533,6036197,518450557.4259707,493720913.654707,-24729643.77126366,-0.2924842505434573,0.7699163999313625
Random-194,random,rv2_coarse,1274091,4854639,464670724.74066275,501816447.0961778,37145722.35551506,1.7527985678627935,0.0796365890782984
Random-195,random,rv2_coarse,1173320,4955410,462975779.20658153,501462389.99627304,38486610.78969151,1.7512480203993188,0.07990319707245552
Random-196,random,rv2_coarse,776567,5352163,400435785.4565219,507683578.8942683,107247793.43774635,4.669149988966709,3.0244851101368653e-06
Random-197,random,rv2_coarse,1262633,4866097,455008862.9282535,504235998.0995875,49227135.17133403,2.3252529476545494,0.020058438651106014
Random-198,random,rv2_coarse,1004531,5124199,475009967.5116193,497835514.5059127,22825546.99429339,1.0356851179843658,0.30034906744408696
Random-199,random,rv2_coarse,29192,6099538,62808420.11763135,496158394.270193,433349974.1525616,8.424150575834236,0.0
Random-200,random,rv2_coarse,1122571,5006159,507363479.3155215,491118830.81048644,-16244648.505035043,-0.723877754220249,0.46914078837068196
Random-201,random,rv2_coarse,3099,6125631,218820044.74394587,494233550.7887166,275413506.0447707,1.3514655059372949,0.1765463623156549
Random-202,random,rv2_coarse,1209642,4919088,337640415.10437095,532567511.7547027,194927096.65033174,10.383959225106683,0.0
Random-203,random,rv2_coarse,1284643,4844087,540618194.9325118,481756232.59396684,-58861962.338544965,-2.6442520347619114,0.008187166922955624
Random-204,random,rv2_coarse,4612,6124118,157969199.3452466,494347419.38720286,336378220.04195625,2.4475541308209423,0.014382951850082648
Random-205,random,rv2_coarse,3308,6125422,238702138.23761642,494232210.7108389,255530072.4732225,1.3265066812989657,0.1846719235385006
Random-206,random,rv2_coarse,974255,5154475,392379997.1566101,513319457.19792706,120939460.04131699,5.451471466866455,4.995473790181393e-08
Random-207,random,rv2_coarse,1244109,4884621,635638062.6738092,458043203.097036,-177594859.57677317,-7.098299634126534,1.262989712813578e-12
Random-208,random,rv2_coarse,1023955,5104775,527126544.6103757,487468423.63935363,-39658120.97102207,-1.6518692041021386,0.0985612172054644
Random-209,random,rv2_coarse,1324107,4804623,508336044.4989737,490169399.0135532,-18166645.485420525,-0.8523973009242107,0.3939936177037846
Random-210,random,rv2_coarse,26919,6101811,67102883.28238985,495978020.4196786,428875137.1372888,7.701924453194406,1.3322676295501878e-14
