target,kind,data_col,n_blocked,n_visible,mean_blocked,mean_visible,diff_visible_minus_blocked,z_score,p_value
Fornax-A,fixed,rv2_coarse,81045,274205,1.2354913435745566e-07,7.504974422689541e-05,7.492619509253796e-05,722.8530000739753,0.0
Cygnus-A,fixed,rv2_coarse,3330,351920,7.954018184048048e-06,5.842958989195547e-05,5.047557170790742e-05,352.1916103716676,0.0
Sag-A,fixed,rv2_coarse,63638,291612,0.00011684712094320989,4.510483475558587e-05,-7.174228618762402e-05,-409.16174175266775,0.0
Earth,earth,rv2_coarse,21477,333773,0.00011500888220500945,5.4285344806838083e-05,-6.072353739817137e-05,-224.42619742338312,0.0
