Receiver,Date,Channel_Freq,Time_Offset_Min,Actual_Time,Log_Cal_Temp
RAE-B BURST RECEIVER 1,75/5/3,0.035,56.2059,1975-05-03 01:56:12,6.8605
RAE-B BURST RECEIVER 1,75/5/3,0.035,56.3259,1975-05-03 01:56:19,6.7209
RAE-B BURST RECEIVER 1,75/5/3,0.035,56.4609,1975-05-03 01:56:27,6.6744
RAE-B BURST RECEIVER 1,75/5/3,0.035,56.5809,1975-05-03 01:56:34,6.5349
RAE-B BURST RECEIVER 1,75/5/3,0.035,56.7158,1975-05-03 01:56:42,7.1395
RAE-B BURST RECEIVER 1,75/5/3,0.035,56.8358,1975-05-03 01:56:50,6.4884
RAE-B BURST RECEIVER 1,75/5/3,0.035,56.9708,1975-05-03 01:56:58,7.3721
RAE-B BURST RECEIVER 1,75/5/3,0.035,57.1207,1975-05-03 01:57:07,6.8837
RAE-B BURST RECEIVER 1,75/5/3,0.035,57.2407,1975-05-03 01:57:14,6.8605
RAE-B BURST RECEIVER 1,75/5/3,0.035,57.3457,1975-05-03 01:57:20,7.1395
RAE-B BURST RECEIVER 1,75/5/3,0.035,57.4806,1975-05-03 01:57:28,7.3953
RAE-B BURST RECEIVER 1,75/5/3,0.035,57.6006,1975-05-03 01:57:36,7.1163
RAE-B BURST RECEIVER 1,75/5/3,0.035,57.7206,1975-05-03 01:57:43,6.814
RAE-B BURST RECEIVER 1,75/5/3,0.035,57.8555,1975-05-03 01:57:51,8.1163
RAE-B BURST RECEIVER 1,75/5/3,0.035,58.0055,1975-05-03 01:58:00,8.3256
RAE-B BURST RECEIVER 1,75/5/3,0.035,58.1105,1975-05-03 01:58:06,7.5814
RAE-B BURST RECEIVER 1,75/5/3,0.035,58.2454,1975-05-03 01:58:14,7.3721
RAE-B BURST RECEIVER 1,75/5/3,0.035,58.3654,1975-05-03 01:58:21,7.8372
RAE-B BURST RECEIVER 1,75/5/3,0.035,58.4854,1975-05-03 01:58:29,7.1628
RAE-B BURST RECEIVER 1,75/5/3,0.035,58.6203,1975-05-03 01:58:37,7.6744
RAE-B BURST RECEIVER 1,75/5/3,0.035,58.7403,1975-05-03 01:58:44,8.1163
RAE-B BURST RECEIVER 1,75/5/3,0.035,58.8753,1975-05-03 01:58:52,6.8837
RAE-B BURST RECEIVER 1,75/5/3,0.035,58.9953,1975-05-03 01:58:59,7.1163
RAE-B BURST RECEIVER 1,75/5/3,0.035,59.1152,1975-05-03 01:59:06,6.7209
RAE-B BURST RECEIVER 1,75/5/3,0.035,59.2352,1975-05-03 01:59:14,6.8605
RAE-B BURST RECEIVER 1,75/5/3,0.035,59.3852,1975-05-03 01:59:23,8.4884
RAE-B BURST RECEIVER 1,75/5/3,0.035,59.4901,1975-05-03 01:59:29,7.0
RAE-B BURST RECEIVER 1,75/5/3,0.035,59.4901,1975-05-03 01:59:29,8.2093
RAE-B BURST RECEIVER 1,75/5/3,0.035,59.6101,1975-05-03 01:59:36,7.0
RAE-B BURST RECEIVER 1,75/5/3,0.035,59.6251,1975-05-03 01:59:37,7.6977
RAE-B BURST RECEIVER 1,75/5/3,0.035,59.7001,1975-05-03 01:59:42,7.0
RAE-B BURST RECEIVER 1,75/5/3,0.035,59.7601,1975-05-03 01:59:45,7.4884
RAE-B BURST RECEIVER 1,75/5/3,0.044,0.3148,1975-05-03 01:00:18,7.895
RAE-B BURST RECEIVER 1,75/5/3,0.044,0.4347,1975-05-03 01:00:26,8.3848
RAE-B BURST RECEIVER 1,75/5/3,0.044,0.6895,1975-05-03 01:00:41,8.3615
RAE-B BURST RECEIVER 1,75/5/3,0.044,0.8244,1975-05-03 01:00:49,7.8717
RAE-B BURST RECEIVER 1,75/5/3,0.044,0.9443,1975-05-03 01:00:56,7.3586
RAE-B BURST RECEIVER 1,75/5/3,0.044,1.0642,1975-05-03 01:01:03,7.6851
RAE-B BURST RECEIVER 1,75/5/3,0.044,1.2141,1975-05-03 01:01:12,7.4985
RAE-B BURST RECEIVER 1,75/5/3,0.044,1.334,1975-05-03 01:01:20,7.5219
RAE-B BURST RECEIVER 1,75/5/3,0.044,1.4689,1975-05-03 01:01:28,7.4985
RAE-B BURST RECEIVER 1,75/5/3,0.044,1.5888,1975-05-03 01:01:35,6.4723
RAE-B BURST RECEIVER 1,75/5/3,0.044,1.7087,1975-05-03 01:01:42,6.449
RAE-B BURST RECEIVER 1,75/5/3,0.044,1.8436,1975-05-03 01:01:50,5.8659
RAE-B BURST RECEIVER 1,75/5/3,0.044,1.9635,1975-05-03 01:01:57,5.9592
RAE-B BURST RECEIVER 1,75/5/3,0.044,2.2333,1975-05-03 01:02:13,6.2857
RAE-B BURST RECEIVER 1,75/5/3,0.044,2.3532,1975-05-03 01:02:21,6.2624
RAE-B BURST RECEIVER 1,75/5/3,0.044,2.4881,1975-05-03 01:02:29,5.9825
RAE-B BURST RECEIVER 1,75/5/3,0.044,2.728,1975-05-03 01:02:43,6.519
RAE-B BURST RECEIVER 1,75/5/3,0.044,2.9828,1975-05-03 01:02:58,6.5889
RAE-B BURST RECEIVER 1,75/5/3,0.044,3.1027,1975-05-03 01:03:06,6.2857
RAE-B BURST RECEIVER 1,75/5/3,0.044,3.2376,1975-05-03 01:03:14,6.6356
RAE-B BURST RECEIVER 1,75/5/3,0.044,3.3725,1975-05-03 01:03:22,6.8921
RAE-B BURST RECEIVER 1,75/5/3,0.044,3.4924,1975-05-03 01:03:29,6.7988
RAE-B BURST RECEIVER 1,75/5/3,0.044,3.6273,1975-05-03 01:03:37,6.4723
RAE-B BURST RECEIVER 1,75/5/3,0.044,3.7472,1975-05-03 01:03:44,6.6122
RAE-B BURST RECEIVER 1,75/5/3,0.044,3.8671,1975-05-03 01:03:52,6.309
RAE-B BURST RECEIVER 1,75/5/3,0.044,4.2568,1975-05-03 01:04:15,6.2624
RAE-B BURST RECEIVER 1,75/5/3,0.044,4.3917,1975-05-03 01:04:23,6.0058
RAE-B BURST RECEIVER 1,75/5/3,0.044,4.5116,1975-05-03 01:04:30,6.3324
RAE-B BURST RECEIVER 1,75/5/3,0.044,4.6315,1975-05-03 01:04:37,6.2624
RAE-B BURST RECEIVER 1,75/5/3,0.044,4.7664,1975-05-03 01:04:45,6.379
RAE-B BURST RECEIVER 1,75/5/3,0.044,4.8863,1975-05-03 01:04:53,6.2391
RAE-B BURST RECEIVER 1,75/5/3,0.044,5.291,1975-05-03 01:05:17,6.2624
RAE-B BURST RECEIVER 1,75/5/3,0.044,5.4109,1975-05-03 01:05:24,6.309
RAE-B BURST RECEIVER 1,75/5/3,0.044,5.5458,1975-05-03 01:05:32,6.3324
RAE-B BURST RECEIVER 1,75/5/3,0.044,5.6658,1975-05-03 01:05:39,6.449
RAE-B BURST RECEIVER 1,75/5/3,0.044,5.8006,1975-05-03 01:05:48,6.4956
RAE-B BURST RECEIVER 1,75/5/3,0.044,5.9206,1975-05-03 01:05:55,6.4723
RAE-B BURST RECEIVER 1,75/5/3,0.044,6.1754,1975-05-03 01:06:10,6.3557
RAE-B BURST RECEIVER 1,75/5/3,0.044,6.2953,1975-05-03 01:06:17,6.2857
RAE-B BURST RECEIVER 1,75/5/3,0.044,6.4152,1975-05-03 01:06:24,6.519
RAE-B BURST RECEIVER 1,75/5/3,0.044,6.5351,1975-05-03 01:06:32,6.2624
RAE-B BURST RECEIVER 1,75/5/3,0.044,6.67,1975-05-03 01:06:40,6.449
RAE-B BURST RECEIVER 1,75/5/3,0.044,6.8049,1975-05-03 01:06:48,6.2391
RAE-B BURST RECEIVER 1,75/5/3,0.044,6.9248,1975-05-03 01:06:55,6.449
RAE-B BURST RECEIVER 1,75/5/3,0.044,7.0447,1975-05-03 01:07:02,6.449
RAE-B BURST RECEIVER 1,75/5/3,0.044,7.1796,1975-05-03 01:07:10,6.449
RAE-B BURST RECEIVER 1,75/5/3,0.044,7.3295,1975-05-03 01:07:19,6.2624
RAE-B BURST RECEIVER 1,75/5/3,0.044,7.4494,1975-05-03 01:07:26,6.3324
RAE-B BURST RECEIVER 1,75/5/3,0.044,7.7042,1975-05-03 01:07:42,6.519
RAE-B BURST RECEIVER 1,75/5/3,0.044,7.944,1975-05-03 01:07:56,6.519
RAE-B BURST RECEIVER 1,75/5/3,0.044,8.1989,1975-05-03 01:08:11,5.9359
RAE-B BURST RECEIVER 1,75/5/3,0.044,8.8434,1975-05-03 01:08:50,6.2624
RAE-B BURST RECEIVER 1,75/5/3,0.044,8.9633,1975-05-03 01:08:57,6.3557
RAE-B BURST RECEIVER 1,75/5/3,0.044,9.2331,1975-05-03 01:09:13,6.2624
RAE-B BURST RECEIVER 1,75/5/3,0.044,9.5329,1975-05-03 01:09:31,6.2391
RAE-B BURST RECEIVER 1,75/5/3,0.044,9.6528,1975-05-03 01:09:39,6.2624
RAE-B BURST RECEIVER 1,75/5/3,0.044,9.8476,1975-05-03 01:09:50,6.2857
RAE-B BURST RECEIVER 1,75/5/3,0.044,10.1324,1975-05-03 01:10:07,6.2624
RAE-B BURST RECEIVER 1,75/5/3,0.044,10.3722,1975-05-03 01:10:22,6.2391
RAE-B BURST RECEIVER 1,75/5/3,0.044,10.612,1975-05-03 01:10:36,6.2391
RAE-B BURST RECEIVER 1,75/5/3,0.044,10.732,1975-05-03 01:10:43,6.3324
RAE-B BURST RECEIVER 1,75/5/3,0.044,10.8668,1975-05-03 01:10:52,6.449
RAE-B BURST RECEIVER 1,75/5/3,0.044,11.0017,1975-05-03 01:11:00,6.2624
RAE-B BURST RECEIVER 1,75/5/3,0.044,11.3015,1975-05-03 01:11:18,5.9359
RAE-B BURST RECEIVER 1,75/5/3,0.044,11.5413,1975-05-03 01:11:32,6.1924
RAE-B BURST RECEIVER 1,75/5/3,0.044,11.7662,1975-05-03 01:11:45,5.8892
RAE-B BURST RECEIVER 1,75/5/3,0.044,12.2758,1975-05-03 01:12:16,6.4257
RAE-B BURST RECEIVER 1,75/5/3,0.044,12.3957,1975-05-03 01:12:23,6.449
RAE-B BURST RECEIVER 1,75/5/3,0.044,12.5306,1975-05-03 01:12:31,6.2391
RAE-B BURST RECEIVER 1,75/5/3,0.044,12.6505,1975-05-03 01:12:39,6.6122
RAE-B BURST RECEIVER 1,75/5/3,0.044,12.8004,1975-05-03 01:12:48,7.2187
RAE-B BURST RECEIVER 1,75/5/3,0.044,12.9053,1975-05-03 01:12:54,6.379
RAE-B BURST RECEIVER 1,75/5/3,0.044,13.0552,1975-05-03 01:13:03,6.2391
RAE-B BURST RECEIVER 1,75/5/3,0.044,13.1751,1975-05-03 01:13:10,6.3324
RAE-B BURST RECEIVER 1,75/5/3,0.044,13.295,1975-05-03 01:13:17,5.8659
RAE-B BURST RECEIVER 1,75/5/3,0.044,13.31,1975-05-03 01:13:18,6.2391
RAE-B BURST RECEIVER 1,75/5/3,0.044,13.4299,1975-05-03 01:13:25,6.2157
RAE-B BURST RECEIVER 1,75/5/3,0.044,13.6997,1975-05-03 01:13:41,6.1924
RAE-B BURST RECEIVER 1,75/5/3,0.044,13.8196,1975-05-03 01:13:49,6.2157
RAE-B BURST RECEIVER 1,75/5/3,0.044,15.2286,1975-05-03 01:15:13,5.9125
RAE-B BURST RECEIVER 1,75/5/3,0.044,15.4984,1975-05-03 01:15:29,5.3061
RAE-B BURST RECEIVER 1,75/5/3,0.044,15.6633,1975-05-03 01:15:39,5.9125
RAE-B BURST RECEIVER 1,75/5/3,0.044,15.7832,1975-05-03 01:15:46,5.8892
RAE-B BURST RECEIVER 1,75/5/3,0.044,15.8581,1975-05-03 01:15:51,6.1691
RAE-B BURST RECEIVER 1,75/5/3,0.044,15.948,1975-05-03 01:15:56,5.9125
RAE-B BURST RECEIVER 1,75/5/3,0.044,16.2328,1975-05-03 01:16:13,6.449
RAE-B BURST RECEIVER 1,75/5/3,0.044,16.4726,1975-05-03 01:16:28,6.2624
RAE-B BURST RECEIVER 1,75/5/3,0.044,16.6225,1975-05-03 01:16:37,5.9592
RAE-B BURST RECEIVER 1,75/5/3,0.044,16.7574,1975-05-03 01:16:45,5.9592
RAE-B BURST RECEIVER 1,75/5/3,0.044,16.8624,1975-05-03 01:16:51,6.8921
RAE-B BURST RECEIVER 1,75/5/3,0.044,17.2521,1975-05-03 01:17:15,5.8892
RAE-B BURST RECEIVER 1,75/5/3,0.044,17.7917,1975-05-03 01:17:47,6.1924
RAE-B BURST RECEIVER 1,75/5/3,0.044,17.9116,1975-05-03 01:17:54,6.2157
RAE-B BURST RECEIVER 1,75/5/3,0.044,18.1364,1975-05-03 01:18:08,5.9592
RAE-B BURST RECEIVER 1,75/5/3,0.044,18.2713,1975-05-03 01:18:16,6.4956
RAE-B BURST RECEIVER 1,75/5/3,0.044,18.4062,1975-05-03 01:18:24,5.8426
RAE-B BURST RECEIVER 1,75/5/3,0.044,18.5261,1975-05-03 01:18:31,5.9592
RAE-B BURST RECEIVER 1,75/5/3,0.044,18.661,1975-05-03 01:18:39,5.9592
RAE-B BURST RECEIVER 1,75/5/3,0.044,18.7809,1975-05-03 01:18:46,6.4257
RAE-B BURST RECEIVER 1,75/5/3,0.044,18.9158,1975-05-03 01:18:54,6.2391
RAE-B BURST RECEIVER 1,75/5/3,0.044,19.4254,1975-05-03 01:19:25,6.2857
RAE-B BURST RECEIVER 1,75/5/3,0.044,20.0999,1975-05-03 01:20:05,6.2157
RAE-B BURST RECEIVER 1,75/5/3,0.044,20.1899,1975-05-03 01:20:11,6.7988
RAE-B BURST RECEIVER 1,75/5/3,0.044,20.3248,1975-05-03 01:20:19,6.309
RAE-B BURST RECEIVER 1,75/5/3,0.044,20.5646,1975-05-03 01:20:33,6.2391
RAE-B BURST RECEIVER 1,75/5/3,0.044,20.6995,1975-05-03 01:20:41,6.4723
RAE-B BURST RECEIVER 1,75/5/3,0.044,20.8194,1975-05-03 01:20:49,6.6122
RAE-B BURST RECEIVER 1,75/5/3,0.044,20.9693,1975-05-03 01:20:58,5.9359
RAE-B BURST RECEIVER 1,75/5/3,0.044,21.0892,1975-05-03 01:21:05,5.9359
RAE-B BURST RECEIVER 1,75/5/3,0.044,21.2391,1975-05-03 01:21:14,5.9359
RAE-B BURST RECEIVER 1,75/5/3,0.044,21.4639,1975-05-03 01:21:27,6.4723
RAE-B BURST RECEIVER 1,75/5/3,0.044,21.5838,1975-05-03 01:21:35,6.4723
RAE-B BURST RECEIVER 1,75/5/3,0.044,21.7337,1975-05-03 01:21:44,6.6822
RAE-B BURST RECEIVER 1,75/5/3,0.044,21.8536,1975-05-03 01:21:51,6.6356
RAE-B BURST RECEIVER 1,75/5/3,0.044,22.1384,1975-05-03 01:22:08,6.7988
RAE-B BURST RECEIVER 1,75/5/3,0.044,22.2583,1975-05-03 01:22:15,6.8921
RAE-B BURST RECEIVER 1,75/5/3,0.044,22.3782,1975-05-03 01:22:22,7.4519
RAE-B BURST RECEIVER 1,75/5/3,0.044,22.5131,1975-05-03 01:22:30,6.7988
RAE-B BURST RECEIVER 1,75/5/3,0.044,22.633,1975-05-03 01:22:37,6.8455
RAE-B BURST RECEIVER 1,75/5/3,0.044,22.7529,1975-05-03 01:22:45,6.5889
RAE-B BURST RECEIVER 1,75/5/3,0.044,22.8728,1975-05-03 01:22:52,6.519
RAE-B BURST RECEIVER 1,75/5/3,0.044,23.2626,1975-05-03 01:23:15,6.4723
RAE-B BURST RECEIVER 1,75/5/3,0.044,23.3975,1975-05-03 01:23:23,6.8921
RAE-B BURST RECEIVER 1,75/5/3,0.044,23.5174,1975-05-03 01:23:31,7.7318
RAE-B BURST RECEIVER 1,75/5/3,0.044,23.6373,1975-05-03 01:23:38,7.4519
RAE-B BURST RECEIVER 1,75/5/3,0.044,23.7872,1975-05-03 01:23:47,7.6851
RAE-B BURST RECEIVER 1,75/5/3,0.044,23.9071,1975-05-03 01:23:54,6.8688
RAE-B BURST RECEIVER 1,75/5/3,0.044,24.2818,1975-05-03 01:24:16,7.7318
RAE-B BURST RECEIVER 1,75/5/3,0.044,24.4317,1975-05-03 01:24:25,7.4519
RAE-B BURST RECEIVER 1,75/5/3,0.044,24.5366,1975-05-03 01:24:32,8.3615
RAE-B BURST RECEIVER 1,75/5/3,0.044,24.6715,1975-05-03 01:24:40,7.172
RAE-B BURST RECEIVER 1,75/5/3,0.044,24.8064,1975-05-03 01:24:48,7.6851
RAE-B BURST RECEIVER 1,75/5/3,0.044,24.9263,1975-05-03 01:24:55,6.8921
RAE-B BURST RECEIVER 1,75/5/3,0.044,25.0612,1975-05-03 01:25:03,7.7551
RAE-B BURST RECEIVER 1,75/5/3,0.044,25.1961,1975-05-03 01:25:11,6.7755
RAE-B BURST RECEIVER 1,75/5/3,0.044,25.316,1975-05-03 01:25:18,7.4985
RAE-B BURST RECEIVER 1,75/5/3,0.044,25.4359,1975-05-03 01:25:26,7.4519
RAE-B BURST RECEIVER 1,75/5/3,0.044,25.5708,1975-05-03 01:25:34,8.2449
RAE-B BURST RECEIVER 1,75/5/3,0.044,25.6907,1975-05-03 01:25:41,7.6851
RAE-B BURST RECEIVER 1,75/5/3,0.044,25.7807,1975-05-03 01:25:46,6.0525
RAE-B BURST RECEIVER 1,75/5/3,0.044,25.8406,1975-05-03 01:25:50,8.758
RAE-B BURST RECEIVER 1,75/5/3,0.044,25.8706,1975-05-03 01:25:52,6.0758
RAE-B BURST RECEIVER 1,75/5/3,0.044,26.0954,1975-05-03 01:26:05,6.8688
RAE-B BURST RECEIVER 1,75/5/3,0.044,26.1404,1975-05-03 01:26:08,6.0525
RAE-B BURST RECEIVER 1,75/5/3,0.044,26.2153,1975-05-03 01:26:12,8.2216
RAE-B BURST RECEIVER 1,75/5/3,0.044,26.2603,1975-05-03 01:26:15,6.0758
RAE-B BURST RECEIVER 1,75/5/3,0.044,26.3352,1975-05-03 01:26:20,9.2012
RAE-B BURST RECEIVER 1,75/5/3,0.044,26.725,1975-05-03 01:26:43,8.7114
RAE-B BURST RECEIVER 1,75/5/3,0.044,26.8299,1975-05-03 01:26:49,8.2915
RAE-B BURST RECEIVER 1,75/5/3,0.044,26.9798,1975-05-03 01:26:58,8.7114
RAE-B BURST RECEIVER 1,75/5/3,0.044,27.0997,1975-05-03 01:27:05,6.6356
RAE-B BURST RECEIVER 1,75/5/3,0.044,27.2346,1975-05-03 01:27:14,8.1983
RAE-B BURST RECEIVER 1,75/5/3,0.044,27.5044,1975-05-03 01:27:30,7.8251
RAE-B BURST RECEIVER 1,75/5/3,0.044,27.6243,1975-05-03 01:27:37,6.519
RAE-B BURST RECEIVER 1,75/5/3,0.044,27.7442,1975-05-03 01:27:44,6.8222
RAE-B BURST RECEIVER 1,75/5/3,0.044,27.8791,1975-05-03 01:27:52,6.5423
RAE-B BURST RECEIVER 1,75/5/3,0.044,28.1339,1975-05-03 01:28:08,6.5423
RAE-B BURST RECEIVER 1,75/5/3,0.044,28.2538,1975-05-03 01:28:15,6.4023
RAE-B BURST RECEIVER 1,75/5/3,0.044,28.3887,1975-05-03 01:28:23,6.6589
RAE-B BURST RECEIVER 1,75/5/3,0.044,28.3887,1975-05-03 01:28:23,7.4519
RAE-B BURST RECEIVER 1,75/5/3,0.044,28.5086,1975-05-03 01:28:30,6.4723
RAE-B BURST RECEIVER 1,75/5/3,0.044,28.6435,1975-05-03 01:28:38,6.7522
RAE-B BURST RECEIVER 1,75/5/3,0.044,28.7784,1975-05-03 01:28:46,6.449
RAE-B BURST RECEIVER 1,75/5/3,0.044,28.8983,1975-05-03 01:28:53,6.8921
RAE-B BURST RECEIVER 1,75/5/3,0.044,29.0182,1975-05-03 01:29:01,7.7318
RAE-B BURST RECEIVER 1,75/5/3,0.044,29.1681,1975-05-03 01:29:10,6.8688
RAE-B BURST RECEIVER 1,75/5/3,0.044,29.288,1975-05-03 01:29:17,6.8455
RAE-B BURST RECEIVER 1,75/5/3,0.044,29.4079,1975-05-03 01:29:24,6.6356
RAE-B BURST RECEIVER 1,75/5/3,0.044,29.5279,1975-05-03 01:29:31,6.7289
RAE-B BURST RECEIVER 1,75/5/3,0.044,29.6628,1975-05-03 01:29:39,6.6356
RAE-B BURST RECEIVER 1,75/5/3,0.044,29.7827,1975-05-03 01:29:46,6.6356
RAE-B BURST RECEIVER 1,75/5/3,0.044,29.9026,1975-05-03 01:29:54,7.4519
RAE-B BURST RECEIVER 1,75/5/3,0.044,30.1874,1975-05-03 01:30:11,6.6589
RAE-B BURST RECEIVER 1,75/5/3,0.044,30.3073,1975-05-03 01:30:18,6.7522
RAE-B BURST RECEIVER 1,75/5/3,0.044,30.4422,1975-05-03 01:30:26,6.4723
RAE-B BURST RECEIVER 1,75/5/3,0.044,30.5621,1975-05-03 01:30:33,6.6589
RAE-B BURST RECEIVER 1,75/5/3,0.044,30.682,1975-05-03 01:30:40,7.4519
RAE-B BURST RECEIVER 1,75/5/3,0.044,30.9368,1975-05-03 01:30:56,7.4519
RAE-B BURST RECEIVER 1,75/5/3,0.044,31.0867,1975-05-03 01:31:05,8.8047
RAE-B BURST RECEIVER 1,75/5/3,0.044,31.2066,1975-05-03 01:31:12,8.758
RAE-B BURST RECEIVER 1,75/5/3,0.044,31.3265,1975-05-03 01:31:19,7.7784
RAE-B BURST RECEIVER 1,75/5/3,0.044,31.4464,1975-05-03 01:31:26,7.8017
RAE-B BURST RECEIVER 1,75/5/3,0.044,31.5963,1975-05-03 01:31:35,7.4052
RAE-B BURST RECEIVER 1,75/5/3,0.044,31.7162,1975-05-03 01:31:42,7.8717
RAE-B BURST RECEIVER 1,75/5/3,0.044,31.8361,1975-05-03 01:31:50,7.5918
RAE-B BURST RECEIVER 1,75/5/3,0.044,31.956,1975-05-03 01:31:57,7.4752
RAE-B BURST RECEIVER 1,75/5/3,0.044,32.1059,1975-05-03 01:32:06,8.5481
RAE-B BURST RECEIVER 1,75/5/3,0.044,32.2258,1975-05-03 01:32:13,7.2187
RAE-B BURST RECEIVER 1,75/5/3,0.044,32.3457,1975-05-03 01:32:20,7.242
RAE-B BURST RECEIVER 1,75/5/3,0.044,32.6155,1975-05-03 01:32:36,6.8921
RAE-B BURST RECEIVER 1,75/5/3,0.044,32.7504,1975-05-03 01:32:45,7.8251
RAE-B BURST RECEIVER 1,75/5/3,0.044,32.8703,1975-05-03 01:32:52,8.3149
RAE-B BURST RECEIVER 1,75/5/3,0.044,33.1252,1975-05-03 01:33:07,7.6851
RAE-B BURST RECEIVER 1,75/5/3,0.044,33.2451,1975-05-03 01:33:14,8.1983
RAE-B BURST RECEIVER 1,75/5/3,0.044,34.9088,1975-05-03 01:34:54,6.1924
RAE-B BURST RECEIVER 1,75/5/3,0.044,35.0437,1975-05-03 01:35:02,6.5423
RAE-B BURST RECEIVER 1,75/5/3,0.044,35.1636,1975-05-03 01:35:09,6.379
RAE-B BURST RECEIVER 1,75/5/3,0.044,35.2985,1975-05-03 01:35:17,6.4023
RAE-B BURST RECEIVER 1,75/5/3,0.044,35.4184,1975-05-03 01:35:25,6.7755
RAE-B BURST RECEIVER 1,75/5/3,0.044,35.5383,1975-05-03 01:35:32,6.8222
RAE-B BURST RECEIVER 1,75/5/3,0.044,35.6732,1975-05-03 01:35:40,7.4286
RAE-B BURST RECEIVER 1,75/5/3,0.044,35.8081,1975-05-03 01:35:48,6.8921
RAE-B BURST RECEIVER 1,75/5/3,0.044,35.9281,1975-05-03 01:35:55,7.1487
RAE-B BURST RECEIVER 1,75/5/3,0.044,36.0929,1975-05-03 01:36:05,7.4286
RAE-B BURST RECEIVER 1,75/5/3,0.044,36.1979,1975-05-03 01:36:11,8.7114
RAE-B BURST RECEIVER 1,75/5/3,0.044,36.3328,1975-05-03 01:36:19,7.1953
RAE-B BURST RECEIVER 1,75/5/3,0.044,36.4527,1975-05-03 01:36:27,7.242
RAE-B BURST RECEIVER 1,75/5/3,0.044,36.5876,1975-05-03 01:36:35,7.172
RAE-B BURST RECEIVER 1,75/5/3,0.044,36.7075,1975-05-03 01:36:42,7.4052
RAE-B BURST RECEIVER 1,75/5/3,0.044,36.8124,1975-05-03 01:36:48,7.8484
RAE-B BURST RECEIVER 1,75/5/3,0.044,36.9623,1975-05-03 01:36:57,7.6152
RAE-B BURST RECEIVER 1,75/5/3,0.044,37.0822,1975-05-03 01:37:04,7.7551
RAE-B BURST RECEIVER 1,75/5/3,0.044,37.2171,1975-05-03 01:37:13,7.7318
RAE-B BURST RECEIVER 1,75/5/3,0.044,37.337,1975-05-03 01:37:20,7.6618
RAE-B BURST RECEIVER 1,75/5/3,0.044,37.4869,1975-05-03 01:37:29,8.1749
RAE-B BURST RECEIVER 1,75/5/3,0.044,37.7267,1975-05-03 01:37:43,8.1516
RAE-B BURST RECEIVER 1,75/5/3,0.044,38.1164,1975-05-03 01:38:06,7.6152
RAE-B BURST RECEIVER 1,75/5/3,0.044,38.2663,1975-05-03 01:38:15,8.1283
RAE-B BURST RECEIVER 1,75/5/3,0.044,38.3862,1975-05-03 01:38:23,8.1749
RAE-B BURST RECEIVER 1,75/5/3,0.044,38.4911,1975-05-03 01:38:29,7.5452
RAE-B BURST RECEIVER 1,75/5/3,0.044,38.626,1975-05-03 01:38:37,7.2886
RAE-B BURST RECEIVER 1,75/5/3,0.044,38.7459,1975-05-03 01:38:44,7.4052
RAE-B BURST RECEIVER 1,75/5/3,0.044,38.8808,1975-05-03 01:38:52,7.6152
RAE-B BURST RECEIVER 1,75/5/3,0.044,39.0007,1975-05-03 01:39:00,7.7318
RAE-B BURST RECEIVER 1,75/5/3,0.044,39.1356,1975-05-03 01:39:08,7.8484
RAE-B BURST RECEIVER 1,75/5/3,0.044,39.5254,1975-05-03 01:39:31,8.3382
RAE-B BURST RECEIVER 1,75/5/3,0.044,39.6453,1975-05-03 01:39:38,7.3819
RAE-B BURST RECEIVER 1,75/5/3,0.044,39.7802,1975-05-03 01:39:46,8.3382
RAE-B BURST RECEIVER 1,75/5/3,0.044,39.9001,1975-05-03 01:39:54,7.8484
RAE-B BURST RECEIVER 1,75/5/3,0.044,40.0799,1975-05-03 01:40:04,7.5918
RAE-B BURST RECEIVER 1,75/5/3,0.044,40.1549,1975-05-03 01:40:09,7.8017
RAE-B BURST RECEIVER 1,75/5/3,0.044,40.5596,1975-05-03 01:40:33,7.8017
RAE-B BURST RECEIVER 1,75/5/3,0.044,40.7994,1975-05-03 01:40:47,7.7784
RAE-B BURST RECEIVER 1,75/5/3,0.044,40.9193,1975-05-03 01:40:55,7.2886
RAE-B BURST RECEIVER 1,75/5/3,0.044,41.0542,1975-05-03 01:41:03,7.8017
RAE-B BURST RECEIVER 1,75/5/3,0.044,41.309,1975-05-03 01:41:18,7.3819
RAE-B BURST RECEIVER 1,75/5/3,0.044,41.4289,1975-05-03 01:41:25,7.3819
RAE-B BURST RECEIVER 1,75/5/3,0.044,41.5638,1975-05-03 01:41:33,7.1953
RAE-B BURST RECEIVER 1,75/5/3,0.044,41.6837,1975-05-03 01:41:41,7.4052
RAE-B BURST RECEIVER 1,75/5/3,0.044,41.8036,1975-05-03 01:41:48,7.3819
RAE-B BURST RECEIVER 1,75/5/3,0.044,41.9385,1975-05-03 01:41:56,7.3819
RAE-B BURST RECEIVER 1,75/5/3,0.044,42.1184,1975-05-03 01:42:07,7.6851
RAE-B BURST RECEIVER 1,75/5/3,0.044,42.2383,1975-05-03 01:42:14,7.8017
RAE-B BURST RECEIVER 1,75/5/3,0.044,42.3283,1975-05-03 01:42:19,8.5948
RAE-B BURST RECEIVER 1,75/5/3,0.044,42.5831,1975-05-03 01:42:34,6.8688
RAE-B BURST RECEIVER 1,75/5/3,0.044,42.718,1975-05-03 01:42:43,7.8251
RAE-B BURST RECEIVER 1,75/5/3,0.044,42.8379,1975-05-03 01:42:50,8.688
RAE-B BURST RECEIVER 1,75/5/3,0.044,42.9728,1975-05-03 01:42:58,8.2216
