Receiver,Date,Channel_Freq,Time_Offset_Min,Actual_Time,Log_Cal_Temp
RAE-B BURST RECEIVER 1,1975/5/3,0.130,56.696,1975-05-03 02:56:41,6.3253
RAE-B BURST RECEIVER 1,1975/5/3,0.130,56.7735,1975-05-03 02:56:46,7.456
RAE-B BURST RECEIVER 1,1975/5/3,0.130,56.8201,1975-05-03 02:56:49,6.5813
RAE-B BURST RECEIVER 1,1975/5/3,0.130,56.9752,1975-05-03 02:56:58,7.328
RAE-B BURST RECEIVER 1,1975/5/3,0.130,57.1613,1975-05-03 02:57:09,7.3493
RAE-B BURST RECEIVER 1,1975/5/3,0.130,57.3785,1975-05-03 02:57:22,7.3707
RAE-B BURST RECEIVER 1,1975/5/3,0.130,57.7198,1975-05-03 02:57:43,7.3707
RAE-B BURST RECEIVER 1,1975/5/3,0.130,57.7353,1975-05-03 02:57:44,6.0053
RAE-B BURST RECEIVER 1,1975/5/3,0.130,58.1541,1975-05-03 02:58:09,6.1333
RAE-B BURST RECEIVER 1,1975/5/3,0.130,58.2782,1975-05-03 02:58:16,6.1973
RAE-B BURST RECEIVER 1,1975/5/3,0.130,58.3868,1975-05-03 02:58:23,5.8987
RAE-B BURST RECEIVER 1,1975/5/3,0.130,58.5264,1975-05-03 02:58:31,6.2613
RAE-B BURST RECEIVER 1,1975/5/3,0.130,58.666,1975-05-03 02:58:39,6.1333
RAE-B BURST RECEIVER 1,1975/5/3,0.130,58.9142,1975-05-03 02:58:54,6.1547
RAE-B BURST RECEIVER 1,1975/5/3,0.130,59.0693,1975-05-03 02:59:04,7.008
RAE-B BURST RECEIVER 1,1975/5/3,0.130,59.1934,1975-05-03 02:59:11,7.9253
RAE-B BURST RECEIVER 1,1975/5/3,0.130,59.333,1975-05-03 02:59:19,8.1173
RAE-B BURST RECEIVER 1,1975/5/3,0.130,59.4571,1975-05-03 02:59:27,8.288
RAE-B BURST RECEIVER 1,1975/5/3,0.130,59.7208,1975-05-03 02:59:43,7.9253
RAE-B BURST RECEIVER 1,1975/5/3,0.130,59.8449,1975-05-03 02:59:50,7.4987
RAE-B BURST RECEIVER 1,1975/5/3,0.130,59.9535,1975-05-03 02:59:57,8.2453
RAE-B BURST RECEIVER 1,1975/5/3,0.155,0.4809,1975-05-03 02:00:28,7.5627
RAE-B BURST RECEIVER 1,1975/5/3,0.155,0.605,1975-05-03 02:00:36,7.648
RAE-B BURST RECEIVER 1,1975/5/3,0.155,0.7291,1975-05-03 02:00:43,7.8187
RAE-B BURST RECEIVER 1,1975/5/3,0.155,0.9928,1975-05-03 02:00:59,7.7333
RAE-B BURST RECEIVER 1,1975/5/3,0.155,1.1479,1975-05-03 02:01:08,8.0747
RAE-B BURST RECEIVER 1,1975/5/3,0.155,1.272,1975-05-03 02:01:16,8.0747
RAE-B BURST RECEIVER 1,1975/5/3,0.155,1.3961,1975-05-03 02:01:23,7.7333
RAE-B BURST RECEIVER 1,1975/5/3,0.155,1.5512,1975-05-03 02:01:33,6.624
RAE-B BURST RECEIVER 1,1975/5/3,0.155,1.6753,1975-05-03 02:01:40,6.6027
RAE-B BURST RECEIVER 1,1975/5/3,0.155,1.9235,1975-05-03 02:01:55,6.048
RAE-B BURST RECEIVER 1,1975/5/3,0.155,2.0476,1975-05-03 02:02:02,6.0053
RAE-B BURST RECEIVER 1,1975/5/3,0.155,2.1717,1975-05-03 02:02:10,5.8773
RAE-B BURST RECEIVER 1,1975/5/3,0.155,2.4509,1975-05-03 02:02:27,6.048
RAE-B BURST RECEIVER 1,1975/5/3,0.155,2.5905,1975-05-03 02:02:35,6.3253
RAE-B BURST RECEIVER 1,1975/5/3,0.155,2.7146,1975-05-03 02:02:42,6.3253
RAE-B BURST RECEIVER 1,1975/5/3,0.155,2.9938,1975-05-03 02:02:59,6.304
RAE-B BURST RECEIVER 1,1975/5/3,0.155,3.1179,1975-05-03 02:03:07,6.3253
RAE-B BURST RECEIVER 1,1975/5/3,0.155,3.242,1975-05-03 02:03:14,6.304
RAE-B BURST RECEIVER 1,1975/5/3,0.155,3.3661,1975-05-03 02:03:21,7.1787
RAE-B BURST RECEIVER 1,1975/5/3,0.155,3.6298,1975-05-03 02:03:37,6.5387
RAE-B BURST RECEIVER 1,1975/5/3,0.155,3.7539,1975-05-03 02:03:45,6.6453
RAE-B BURST RECEIVER 1,1975/5/3,0.155,4.8242,1975-05-03 02:04:49,6.2613
RAE-B BURST RECEIVER 1,1975/5/3,0.155,4.9483,1975-05-03 02:04:56,6.0053
RAE-B BURST RECEIVER 1,1975/5/3,0.155,5.2275,1975-05-03 02:05:13,6.0053
RAE-B BURST RECEIVER 1,1975/5/3,0.155,5.3516,1975-05-03 02:05:21,6.0267
RAE-B BURST RECEIVER 1,1975/5/3,0.155,5.4912,1975-05-03 02:05:29,6.2613
RAE-B BURST RECEIVER 1,1975/5/3,0.155,5.6153,1975-05-03 02:05:36,6.3253
RAE-B BURST RECEIVER 1,1975/5/3,0.155,5.7394,1975-05-03 02:05:44,6.9013
RAE-B BURST RECEIVER 1,1975/5/3,0.155,6.0341,1975-05-03 02:06:02,6.2827
RAE-B BURST RECEIVER 1,1975/5/3,0.155,6.1582,1975-05-03 02:06:09,6.2827
RAE-B BURST RECEIVER 1,1975/5/3,0.155,6.2978,1975-05-03 02:06:17,9.4613
RAE-B BURST RECEIVER 1,1975/5/3,0.155,6.6701,1975-05-03 02:06:40,6.0053
RAE-B BURST RECEIVER 1,1975/5/3,0.155,6.7942,1975-05-03 02:06:47,6.0053
RAE-B BURST RECEIVER 1,1975/5/3,0.155,7.0579,1975-05-03 02:07:03,6.24
RAE-B BURST RECEIVER 1,1975/5/3,0.155,7.4612,1975-05-03 02:07:27,5.984
RAE-B BURST RECEIVER 1,1975/5/3,0.155,7.5853,1975-05-03 02:07:35,5.984
RAE-B BURST RECEIVER 1,1975/5/3,0.155,7.7094,1975-05-03 02:07:42,6.0053
RAE-B BURST RECEIVER 1,1975/5/3,0.155,7.9731,1975-05-03 02:07:58,6.432
RAE-B BURST RECEIVER 1,1975/5/3,0.155,8.0972,1975-05-03 02:08:05,6.3253
RAE-B BURST RECEIVER 1,1975/5/3,0.155,8.5936,1975-05-03 02:08:35,6.0053
RAE-B BURST RECEIVER 1,1975/5/3,0.155,8.7177,1975-05-03 02:08:43,6.0053
RAE-B BURST RECEIVER 1,1975/5/3,0.155,9.2916,1975-05-03 02:09:17,5.9627
RAE-B BURST RECEIVER 1,1975/5/3,0.155,10.2068,1975-05-03 02:10:12,5.9627
RAE-B BURST RECEIVER 1,1975/5/3,0.155,10.3464,1975-05-03 02:10:20,6.2187
RAE-B BURST RECEIVER 1,1975/5/3,0.155,10.6722,1975-05-03 02:10:40,5.984
RAE-B BURST RECEIVER 1,1975/5/3,0.155,10.7963,1975-05-03 02:10:47,5.984
RAE-B BURST RECEIVER 1,1975/5/3,0.155,10.9204,1975-05-03 02:10:55,5.984
RAE-B BURST RECEIVER 1,1975/5/3,0.155,11.0445,1975-05-03 02:11:02,5.984
RAE-B BURST RECEIVER 1,1975/5/3,0.155,11.1841,1975-05-03 02:11:11,5.984
RAE-B BURST RECEIVER 1,1975/5/3,0.155,11.2771,1975-05-03 02:11:16,5.792
RAE-B BURST RECEIVER 1,1975/5/3,0.155,13.1075,1975-05-03 02:13:06,6.4747
RAE-B BURST RECEIVER 1,1975/5/3,0.155,13.2627,1975-05-03 02:13:15,6.2827
RAE-B BURST RECEIVER 1,1975/5/3,0.155,15.1396,1975-05-03 02:15:08,6.7093
RAE-B BURST RECEIVER 1,1975/5/3,0.155,16.0083,1975-05-03 02:16:00,5.9413
RAE-B BURST RECEIVER 1,1975/5/3,0.155,16.1324,1975-05-03 02:16:07,5.9413
RAE-B BURST RECEIVER 1,1975/5/3,0.155,16.2565,1975-05-03 02:16:15,5.9627
RAE-B BURST RECEIVER 1,1975/5/3,0.155,16.4116,1975-05-03 02:16:24,5.728
RAE-B BURST RECEIVER 1,1975/5/3,0.155,16.5357,1975-05-03 02:16:32,5.792
RAE-B BURST RECEIVER 1,1975/5/3,0.155,16.6598,1975-05-03 02:16:39,5.856
RAE-B BURST RECEIVER 1,1975/5/3,0.155,17.4664,1975-05-03 02:17:27,5.92
RAE-B BURST RECEIVER 1,1975/5/3,0.155,18.0093,1975-05-03 02:18:00,5.92
RAE-B BURST RECEIVER 1,1975/5/3,0.155,18.2885,1975-05-03 02:18:17,5.92
RAE-B BURST RECEIVER 1,1975/5/3,0.155,18.4126,1975-05-03 02:18:24,5.9413
RAE-B BURST RECEIVER 1,1975/5/3,0.155,18.5367,1975-05-03 02:18:32,5.792
RAE-B BURST RECEIVER 1,1975/5/3,0.155,18.6608,1975-05-03 02:18:39,5.792
RAE-B BURST RECEIVER 1,1975/5/3,0.155,18.9245,1975-05-03 02:18:55,5.9413
RAE-B BURST RECEIVER 1,1975/5/3,0.155,19.0486,1975-05-03 02:19:02,5.92
RAE-B BURST RECEIVER 1,1975/5/3,0.155,19.4674,1975-05-03 02:19:28,6.3893
RAE-B BURST RECEIVER 1,1975/5/3,0.155,19.8552,1975-05-03 02:19:51,5.92
RAE-B BURST RECEIVER 1,1975/5/3,0.155,20.2585,1975-05-03 02:20:15,6.1973
RAE-B BURST RECEIVER 1,1975/5/3,0.155,20.6618,1975-05-03 02:20:39,5.8987
RAE-B BURST RECEIVER 1,1975/5/3,0.155,20.7859,1975-05-03 02:20:47,5.92
RAE-B BURST RECEIVER 1,1975/5/3,0.155,21.1892,1975-05-03 02:21:11,5.8987
RAE-B BURST RECEIVER 1,1975/5/3,0.155,21.577,1975-05-03 02:21:34,6.5173
RAE-B BURST RECEIVER 1,1975/5/3,0.155,21.7166,1975-05-03 02:21:42,5.92
RAE-B BURST RECEIVER 1,1975/5/3,0.155,21.8407,1975-05-03 02:21:50,6.5387
RAE-B BURST RECEIVER 1,1975/5/3,0.155,21.9648,1975-05-03 02:21:57,6.5813
RAE-B BURST RECEIVER 1,1975/5/3,0.155,22.0889,1975-05-03 02:22:05,6.5173
RAE-B BURST RECEIVER 1,1975/5/3,0.155,22.213,1975-05-03 02:22:12,6.4747
RAE-B BURST RECEIVER 1,1975/5/3,0.155,22.3837,1975-05-03 02:22:23,6.24
RAE-B BURST RECEIVER 1,1975/5/3,0.155,22.5078,1975-05-03 02:22:30,6.2187
RAE-B BURST RECEIVER 1,1975/5/3,0.155,22.6319,1975-05-03 02:22:37,6.1973
RAE-B BURST RECEIVER 1,1975/5/3,0.155,22.7559,1975-05-03 02:22:45,6.176
RAE-B BURST RECEIVER 1,1975/5/3,0.155,23.0662,1975-05-03 02:23:03,6.2613
RAE-B BURST RECEIVER 1,1975/5/3,0.155,23.1903,1975-05-03 02:23:11,6.1547
RAE-B BURST RECEIVER 1,1975/5/3,0.155,23.5626,1975-05-03 02:23:33,5.8987
RAE-B BURST RECEIVER 1,1975/5/3,0.155,24.2141,1975-05-03 02:24:12,6.3467
RAE-B BURST RECEIVER 1,1975/5/3,0.155,24.3692,1975-05-03 02:24:22,6.5387
RAE-B BURST RECEIVER 1,1975/5/3,0.155,24.4933,1975-05-03 02:24:29,6.432
RAE-B BURST RECEIVER 1,1975/5/3,0.155,24.6174,1975-05-03 02:24:37,7.0933
RAE-B BURST RECEIVER 1,1975/5/3,0.155,24.7725,1975-05-03 02:24:46,6.3467
RAE-B BURST RECEIVER 1,1975/5/3,0.155,24.8966,1975-05-03 02:24:53,6.3893
RAE-B BURST RECEIVER 1,1975/5/3,0.155,25.1603,1975-05-03 02:25:09,7.3067
RAE-B BURST RECEIVER 1,1975/5/3,0.155,25.2844,1975-05-03 02:25:17,6.7947
RAE-B BURST RECEIVER 1,1975/5/3,0.155,25.5636,1975-05-03 02:25:33,7.0507
RAE-B BURST RECEIVER 1,1975/5/3,0.155,25.8273,1975-05-03 02:25:49,6.496
RAE-B BURST RECEIVER 1,1975/5/3,0.155,25.9514,1975-05-03 02:25:57,6.176
RAE-B BURST RECEIVER 1,1975/5/3,0.155,26.0755,1975-05-03 02:26:04,6.1547
RAE-B BURST RECEIVER 1,1975/5/3,0.155,26.3392,1975-05-03 02:26:20,6.2187
RAE-B BURST RECEIVER 1,1975/5/3,0.155,26.4788,1975-05-03 02:26:28,7.2427
RAE-B BURST RECEIVER 1,1975/5/3,0.155,26.6184,1975-05-03 02:26:37,8.2027
RAE-B BURST RECEIVER 1,1975/5/3,0.155,26.7425,1975-05-03 02:26:44,7.6267
RAE-B BURST RECEIVER 1,1975/5/3,0.155,26.8821,1975-05-03 02:26:52,8.544
RAE-B BURST RECEIVER 1,1975/5/3,0.155,27.1768,1975-05-03 02:27:10,8.2027
RAE-B BURST RECEIVER 1,1975/5/3,0.155,27.2854,1975-05-03 02:27:17,7.9253
RAE-B BURST RECEIVER 1,1975/5/3,0.155,27.425,1975-05-03 02:27:25,8.8427
RAE-B BURST RECEIVER 1,1975/5/3,0.155,27.5336,1975-05-03 02:27:32,8.0533
RAE-B BURST RECEIVER 1,1975/5/3,0.155,27.6732,1975-05-03 02:27:40,6.6667
RAE-B BURST RECEIVER 1,1975/5/3,0.155,27.9369,1975-05-03 02:27:56,7.3707
RAE-B BURST RECEIVER 1,1975/5/3,0.155,28.061,1975-05-03 02:28:03,6.624
RAE-B BURST RECEIVER 1,1975/5/3,0.155,28.2161,1975-05-03 02:28:12,8.0107
RAE-B BURST RECEIVER 1,1975/5/3,0.155,28.3557,1975-05-03 02:28:21,7.648
RAE-B BURST RECEIVER 1,1975/5/3,0.155,28.4643,1975-05-03 02:28:27,7.008
RAE-B BURST RECEIVER 1,1975/5/3,0.155,28.7435,1975-05-03 02:28:44,6.1547
RAE-B BURST RECEIVER 1,1975/5/3,0.155,28.8676,1975-05-03 02:28:52,6.752
RAE-B BURST RECEIVER 1,1975/5/3,0.155,28.9917,1975-05-03 02:28:59,7.072
RAE-B BURST RECEIVER 1,1975/5/3,0.155,29.2709,1975-05-03 02:29:16,6.432
RAE-B BURST RECEIVER 1,1975/5/3,0.155,29.395,1975-05-03 02:29:23,6.496
RAE-B BURST RECEIVER 1,1975/5/3,0.155,29.5346,1975-05-03 02:29:32,6.3253
RAE-B BURST RECEIVER 1,1975/5/3,0.155,29.6587,1975-05-03 02:29:39,7.2213
RAE-B BURST RECEIVER 1,1975/5/3,0.155,29.7983,1975-05-03 02:29:47,6.56
RAE-B BURST RECEIVER 1,1975/5/3,0.155,30.0465,1975-05-03 02:30:02,6.688
RAE-B BURST RECEIVER 1,1975/5/3,0.155,30.3257,1975-05-03 02:30:19,6.5173
RAE-B BURST RECEIVER 1,1975/5/3,0.155,30.4654,1975-05-03 02:30:27,6.3253
RAE-B BURST RECEIVER 1,1975/5/3,0.155,30.5895,1975-05-03 02:30:35,6.4533
RAE-B BURST RECEIVER 1,1975/5/3,0.155,30.8376,1975-05-03 02:30:50,6.4747
RAE-B BURST RECEIVER 1,1975/5/3,0.155,31.0083,1975-05-03 02:31:00,6.7093
RAE-B BURST RECEIVER 1,1975/5/3,0.155,31.1324,1975-05-03 02:31:07,6.6027
RAE-B BURST RECEIVER 1,1975/5/3,0.155,31.5202,1975-05-03 02:31:31,7.0293
RAE-B BURST RECEIVER 1,1975/5/3,0.155,31.6443,1975-05-03 02:31:38,6.3253
RAE-B BURST RECEIVER 1,1975/5/3,0.155,31.7684,1975-05-03 02:31:46,6.4533
RAE-B BURST RECEIVER 1,1975/5/3,0.155,31.9235,1975-05-03 02:31:55,7.3493
RAE-B BURST RECEIVER 1,1975/5/3,0.155,32.0631,1975-05-03 02:32:03,7.0507
RAE-B BURST RECEIVER 1,1975/5/3,0.155,32.1717,1975-05-03 02:32:10,7.6267
RAE-B BURST RECEIVER 1,1975/5/3,0.155,32.3268,1975-05-03 02:32:19,8.5227
RAE-B BURST RECEIVER 1,1975/5/3,0.155,32.4664,1975-05-03 02:32:27,7.904
RAE-B BURST RECEIVER 1,1975/5/3,0.155,32.5905,1975-05-03 02:32:35,7.968
RAE-B BURST RECEIVER 1,1975/5/3,0.155,32.7146,1975-05-03 02:32:42,7.904
RAE-B BURST RECEIVER 1,1975/5/3,0.155,32.8542,1975-05-03 02:32:51,7.5627
RAE-B BURST RECEIVER 1,1975/5/3,0.155,32.9783,1975-05-03 02:32:58,7.4773
RAE-B BURST RECEIVER 1,1975/5/3,0.155,33.1024,1975-05-03 02:33:06,7.2427
RAE-B BURST RECEIVER 1,1975/5/3,0.155,33.5057,1975-05-03 02:33:30,7.2
RAE-B BURST RECEIVER 1,1975/5/3,0.155,33.909,1975-05-03 02:33:54,6.7307
RAE-B BURST RECEIVER 1,1975/5/3,0.155,34.0486,1975-05-03 02:34:02,7.904
RAE-B BURST RECEIVER 1,1975/5/3,0.155,34.2968,1975-05-03 02:34:17,7.0293
RAE-B BURST RECEIVER 1,1975/5/3,0.155,34.4364,1975-05-03 02:34:26,7.2
RAE-B BURST RECEIVER 1,1975/5/3,0.155,34.5605,1975-05-03 02:34:33,7.456
RAE-B BURST RECEIVER 1,1975/5/3,0.155,34.8397,1975-05-03 02:34:50,7.9467
RAE-B BURST RECEIVER 1,1975/5/3,0.155,36.2823,1975-05-03 02:36:16,6.2187
RAE-B BURST RECEIVER 1,1975/5/3,0.155,36.4064,1975-05-03 02:36:24,6.112
RAE-B BURST RECEIVER 1,1975/5/3,0.155,36.5305,1975-05-03 02:36:31,6.112
RAE-B BURST RECEIVER 1,1975/5/3,0.155,36.6701,1975-05-03 02:36:40,6.304
RAE-B BURST RECEIVER 1,1975/5/3,0.155,36.8097,1975-05-03 02:36:48,6.56
RAE-B BURST RECEIVER 1,1975/5/3,0.155,36.9338,1975-05-03 02:36:56,6.5813
RAE-B BURST RECEIVER 1,1975/5/3,0.155,37.0579,1975-05-03 02:37:03,6.5387
RAE-B BURST RECEIVER 1,1975/5/3,0.155,37.213,1975-05-03 02:37:12,6.7307
RAE-B BURST RECEIVER 1,1975/5/3,0.155,37.5078,1975-05-03 02:37:30,7.2
RAE-B BURST RECEIVER 1,1975/5/3,0.155,37.7404,1975-05-03 02:37:44,8.1813
RAE-B BURST RECEIVER 1,1975/5/3,0.155,37.8645,1975-05-03 02:37:51,6.9867
RAE-B BURST RECEIVER 1,1975/5/3,0.155,38.1437,1975-05-03 02:38:08,6.9653
RAE-B BURST RECEIVER 1,1975/5/3,0.155,38.2523,1975-05-03 02:38:15,7.4987
RAE-B BURST RECEIVER 1,1975/5/3,0.155,38.3919,1975-05-03 02:38:23,7.0507
RAE-B BURST RECEIVER 1,1975/5/3,0.155,38.5315,1975-05-03 02:38:31,7.392
RAE-B BURST RECEIVER 1,1975/5/3,0.155,38.6556,1975-05-03 02:38:39,7.4347
RAE-B BURST RECEIVER 1,1975/5/3,0.155,38.7797,1975-05-03 02:38:46,7.4987
RAE-B BURST RECEIVER 1,1975/5/3,0.155,38.9038,1975-05-03 02:38:54,7.4987
RAE-B BURST RECEIVER 1,1975/5/3,0.155,39.0745,1975-05-03 02:39:04,7.8827
RAE-B BURST RECEIVER 1,1975/5/3,0.155,39.1986,1975-05-03 02:39:11,7.2
RAE-B BURST RECEIVER 1,1975/5/3,0.155,39.3226,1975-05-03 02:39:19,7.0933
RAE-B BURST RECEIVER 1,1975/5/3,0.155,39.726,1975-05-03 02:39:43,7.3067
RAE-B BURST RECEIVER 1,1975/5/3,0.155,39.8501,1975-05-03 02:39:51,7.264
RAE-B BURST RECEIVER 1,1975/5/3,0.155,39.9897,1975-05-03 02:39:59,7.008
RAE-B BURST RECEIVER 1,1975/5/3,0.155,40.1138,1975-05-03 02:40:06,7.008
RAE-B BURST RECEIVER 1,1975/5/3,0.155,40.2689,1975-05-03 02:40:16,7.3067
RAE-B BURST RECEIVER 1,1975/5/3,0.155,40.393,1975-05-03 02:40:23,7.4987
RAE-B BURST RECEIVER 1,1975/5/3,0.155,40.5171,1975-05-03 02:40:31,7.4987
RAE-B BURST RECEIVER 1,1975/5/3,0.155,40.6567,1975-05-03 02:40:39,8.16
RAE-B BURST RECEIVER 1,1975/5/3,0.155,41.1686,1975-05-03 02:41:10,8.3093
RAE-B BURST RECEIVER 1,1975/5/3,0.155,41.3082,1975-05-03 02:41:18,7.0293
RAE-B BURST RECEIVER 1,1975/5/3,0.155,41.4323,1975-05-03 02:41:25,8.096
RAE-B BURST RECEIVER 1,1975/5/3,0.155,41.727,1975-05-03 02:41:43,7.0293
RAE-B BURST RECEIVER 1,1975/5/3,0.155,41.8511,1975-05-03 02:41:51,6.9653
RAE-B BURST RECEIVER 1,1975/5/3,0.155,41.9752,1975-05-03 02:41:58,7.2
RAE-B BURST RECEIVER 1,1975/5/3,0.155,42.0993,1975-05-03 02:42:05,7.8613
RAE-B BURST RECEIVER 1,1975/5/3,0.155,42.2389,1975-05-03 02:42:14,7.264
RAE-B BURST RECEIVER 1,1975/5/3,0.155,42.3785,1975-05-03 02:42:22,7.6053
RAE-B BURST RECEIVER 1,1975/5/3,0.155,42.4871,1975-05-03 02:42:29,6.7093
RAE-B BURST RECEIVER 1,1975/5/3,0.155,42.6422,1975-05-03 02:42:38,7.2
RAE-B BURST RECEIVER 1,1975/5/3,0.155,42.7818,1975-05-03 02:42:46,7.4347
RAE-B BURST RECEIVER 1,1975/5/3,0.155,42.9059,1975-05-03 02:42:54,7.5627
RAE-B BURST RECEIVER 1,1975/5/3,0.155,43.03,1975-05-03 02:43:01,7.904
RAE-B BURST RECEIVER 1,1975/5/3,0.155,43.4333,1975-05-03 02:43:25,7.84
RAE-B BURST RECEIVER 1,1975/5/3,0.155,43.697,1975-05-03 02:43:41,7.4987
RAE-B BURST RECEIVER 1,1975/5/3,0.155,43.8211,1975-05-03 02:43:49,7.0293
RAE-B BURST RECEIVER 1,1975/5/3,0.155,44.0693,1975-05-03 02:44:04,6.688
RAE-B BURST RECEIVER 1,1975/5/3,0.155,44.2089,1975-05-03 02:44:12,7.3067
RAE-B BURST RECEIVER 1,1975/5/3,0.155,44.3485,1975-05-03 02:44:20,7.008
RAE-B BURST RECEIVER 1,1975/5/3,0.155,44.4726,1975-05-03 02:44:28,7.9467
RAE-B BURST RECEIVER 1,1975/5/3,0.155,44.6122,1975-05-03 02:44:36,7.1573
RAE-B BURST RECEIVER 1,1975/5/3,0.155,44.7363,1975-05-03 02:44:44,7.1573
RAE-B BURST RECEIVER 1,1975/5/3,0.155,44.8604,1975-05-03 02:44:51,7.456
RAE-B BURST RECEIVER 1,1975/5/3,0.155,45.0,1975-05-03 02:45:00,7.6053
RAE-B BURST RECEIVER 1,1975/5/3,0.155,45.1396,1975-05-03 02:45:08,8.2027
RAE-B BURST RECEIVER 1,1975/5/3,0.155,45.2792,1975-05-03 02:45:16,7.8827
RAE-B BURST RECEIVER 1,1975/5/3,0.155,45.4033,1975-05-03 02:45:24,7.9893
RAE-B BURST RECEIVER 1,1975/5/3,0.155,45.8066,1975-05-03 02:45:48,8.4587
RAE-B BURST RECEIVER 1,1975/5/3,0.155,45.9462,1975-05-03 02:45:56,8.1387
RAE-B BURST RECEIVER 1,1975/5/3,0.155,46.0703,1975-05-03 02:46:04,8.2027
RAE-B BURST RECEIVER 1,1975/5/3,0.155,46.4736,1975-05-03 02:46:28,8.7787
RAE-B BURST RECEIVER 1,1975/5/3,0.155,46.7218,1975-05-03 02:46:43,7.904
RAE-B BURST RECEIVER 1,1975/5/3,0.155,46.8614,1975-05-03 02:46:51,7.008
RAE-B BURST RECEIVER 1,1975/5/3,0.155,46.9855,1975-05-03 02:46:59,7.84
RAE-B BURST RECEIVER 1,1975/5/3,0.155,47.1096,1975-05-03 02:47:06,7.008
RAE-B BURST RECEIVER 1,1975/5/3,0.155,47.2492,1975-05-03 02:47:14,6.6667
RAE-B BURST RECEIVER 1,1975/5/3,0.155,47.3733,1975-05-03 02:47:22,7.008
RAE-B BURST RECEIVER 1,1975/5/3,0.155,47.5129,1975-05-03 02:47:30,7.4773
RAE-B BURST RECEIVER 1,1975/5/3,0.155,47.6215,1975-05-03 02:47:37,6.56
RAE-B BURST RECEIVER 1,1975/5/3,0.155,47.9162,1975-05-03 02:47:54,6.7093
RAE-B BURST RECEIVER 1,1975/5/3,0.155,48.0558,1975-05-03 02:48:03,6.9867
RAE-B BURST RECEIVER 1,1975/5/3,0.155,48.304,1975-05-03 02:48:18,6.7093
RAE-B BURST RECEIVER 1,1975/5/3,0.155,48.4436,1975-05-03 02:48:26,7.0933
RAE-B BURST RECEIVER 1,1975/5/3,0.155,48.5677,1975-05-03 02:48:34,7.52
RAE-B BURST RECEIVER 1,1975/5/3,0.155,48.6918,1975-05-03 02:48:41,6.688
RAE-B BURST RECEIVER 1,1975/5/3,0.155,48.8314,1975-05-03 02:48:49,6.944
RAE-B BURST RECEIVER 1,1975/5/3,0.155,48.971,1975-05-03 02:48:58,7.8613
RAE-B BURST RECEIVER 1,1975/5/3,0.155,49.0951,1975-05-03 02:49:05,6.9867
RAE-B BURST RECEIVER 1,1975/5/3,0.155,49.2503,1975-05-03 02:49:15,7.8827
RAE-B BURST RECEIVER 1,1975/5/3,0.155,49.3744,1975-05-03 02:49:22,7.8613
RAE-B BURST RECEIVER 1,1975/5/3,0.155,49.514,1975-05-03 02:49:30,7.584
RAE-B BURST RECEIVER 1,1975/5/3,0.155,49.6381,1975-05-03 02:49:38,7.4773
RAE-B BURST RECEIVER 1,1975/5/3,0.155,49.9483,1975-05-03 02:49:56,6.5387
RAE-B BURST RECEIVER 1,1975/5/3,0.155,50.0724,1975-05-03 02:50:04,6.5387
RAE-B BURST RECEIVER 1,1975/5/3,0.155,50.1965,1975-05-03 02:50:11,6.7093
RAE-B BURST RECEIVER 1,1975/5/3,0.155,50.3206,1975-05-03 02:50:19,6.6667
RAE-B BURST RECEIVER 1,1975/5/3,0.155,50.4447,1975-05-03 02:50:26,6.5173
RAE-B BURST RECEIVER 1,1975/5/3,0.155,50.6774,1975-05-03 02:50:40,7.4987
RAE-B BURST RECEIVER 1,1975/5/3,0.155,50.817,1975-05-03 02:50:49,6.9867
RAE-B BURST RECEIVER 1,1975/5/3,0.155,50.9566,1975-05-03 02:50:57,6.3467
RAE-B BURST RECEIVER 1,1975/5/3,0.155,51.0807,1975-05-03 02:51:04,6.3893
RAE-B BURST RECEIVER 1,1975/5/3,0.155,51.2048,1975-05-03 02:51:12,6.5173
RAE-B BURST RECEIVER 1,1975/5/3,0.155,51.3444,1975-05-03 02:51:20,6.2827
RAE-B BURST RECEIVER 1,1975/5/3,0.155,51.4685,1975-05-03 02:51:28,6.3253
RAE-B BURST RECEIVER 1,1975/5/3,0.155,51.6081,1975-05-03 02:51:36,7.4773
RAE-B BURST RECEIVER 1,1975/5/3,0.155,51.7322,1975-05-03 02:51:43,6.4107
RAE-B BURST RECEIVER 1,1975/5/3,0.155,51.9959,1975-05-03 02:51:59,7.4773
RAE-B BURST RECEIVER 1,1975/5/3,0.155,52.1355,1975-05-03 02:52:08,9.4827
RAE-B BURST RECEIVER 1,1975/5/3,0.155,52.3992,1975-05-03 02:52:23,7.84
RAE-B BURST RECEIVER 1,1975/5/3,0.155,52.5388,1975-05-03 02:52:32,8.0107
RAE-B BURST RECEIVER 1,1975/5/3,0.155,52.7094,1975-05-03 02:52:42,7.84
RAE-B BURST RECEIVER 1,1975/5/3,0.155,52.8335,1975-05-03 02:52:50,7.9467
RAE-B BURST RECEIVER 1,1975/5/3,0.155,53.0662,1975-05-03 02:53:03,7.3067
RAE-B BURST RECEIVER 1,1975/5/3,0.155,53.1903,1975-05-03 02:53:11,7.84
RAE-B BURST RECEIVER 1,1975/5/3,0.155,53.3144,1975-05-03 02:53:18,6.4107
RAE-B BURST RECEIVER 1,1975/5/3,0.155,53.454,1975-05-03 02:53:27,6.6667
