target,kind,data_col,n_blocked,n_visible,mean_blocked,mean_visible,diff_visible_minus_blocked,z_score,p_value
Random-50,random,rv2_coarse,763448,4328702,465146475.05633307,511354133.3096081,46207658.25327504,1.7165232301261546,0.0860663199499756
Random-51,random,rv2_coarse,136004,4956146,860080089.6989325,494666717.4726007,-365413372.22633183,-4.945199957435581,7.606574556895396e-07
Random-52,random,rv2_coarse,258960,4833190,391127035.2687018,510496907.5499186,119369872.2812168,2.8776167842113765,0.00400691566028244
Random-53,random,rv2_coarse,498859,4593291,442793177.9219384,511120119.2585913,68326941.33665287,2.166256074273739,0.030291624313693477
Random-54,random,rv2_coarse,902358,4189792,578651101.8398356,488440560.9396325,-90210540.90020317,-3.21365975834602,0.0013105486850772952
Random-55,random,rv2_coarse,298599,4793551,547529436.8937889,501741415.3572846,-45788021.53650433,-1.0725742158830858,0.2834621985805872
Random-56,random,rv2_coarse,347007,4745143,441801377.29945415,509006079.505259,67204702.20580482,1.8106234479651515,0.07019916002163384
Random-57,random,rv2_coarse,1104580,3987570,573706410.0125417,485235413.86927897,-88470996.14326268,-3.501946757660508,0.0004618719062412513
Random-58,random,rv2_coarse,2374,5089776,280269057.1720297,504530935.5289208,224261878.35689116,0.843284476513339,0.3990693625684978
Random-59,random,rv2_coarse,1202919,3889231,455059234.7664122,519695386.061768,64636151.2953558,2.904832695186705,0.0036744945570554854
Random-60,random,rv2_coarse,853485,4238665,461338241.50656235,513102483.1172423,51764241.610679924,2.027198620312931,0.04264210420871617
Random-61,random,rv2_coarse,672412,4419738,458501389.0124867,511413339.35760695,52911950.34512025,1.8586035445376372,0.06308335432413714
Random-62,random,rv2_coarse,667036,4425114,357882087.4067039,526516281.7497936,168634194.3430897,6.681790100494166,2.3604007637345603e-11
Random-63,random,rv2_coarse,784256,4307894,360142838.2969403,530693332.7196465,170550494.4227062,7.10007615793401,1.2467804566540508e-12
Random-64,random,rv2_coarse,589724,4502426,485849920.12196714,506859512.4851286,21009592.363161445,0.7188181596434488,0.4722529671566613
Random-65,random,rv2_coarse,867472,4224678,406407838.0624062,524552968.4285295,118145130.36612332,4.892105123496489,9.976313171122797e-07
Random-66,random,rv2_coarse,823,5091327,159498114.37979382,504482139.66736764,344984025.2875738,3.3249065526014263,0.0008844817490021306
Random-67,random,rv2_coarse,808539,4283611,448122419.45362216,515053853.5716157,66931434.11799353,2.569172565695663,0.010194167914235885
Random-68,random,rv2_coarse,175042,4917108,553499801.7843027,502679439.4897259,-50820362.29457682,-0.8821913045118602,0.3776733634418794
Random-69,random,rv2_coarse,1113605,3978545,542841322.6046227,493673942.25659215,-49167380.34803057,-2.0010783111480586,0.045383951263030076
Random-70,random,rv2_coarse,30481,5061669,254191652.8150323,505933278.11141336,251741625.29638106,2.8792452086507327,0.00398628258929179
Random-71,random,rv2_coarse,548173,4543977,409195473.84604883,515914780.1957985,106719306.34974968,3.6155111572597445,0.00029975556350136934
Random-72,random,rv2_coarse,886239,4205911,535570021.2208311,497864021.7583412,-37705999.4624899,-1.3039344759539158,0.19225592419952164
Random-73,random,rv2_coarse,216306,4875844,476852176.5016169,505649651.3760522,28797474.874435306,0.49595093169321786,0.6199290307587209
Random-74,random,rv2_coarse,1033234,4058916,506196085.61455154,503975888.96407545,-2220196.650476098,-0.0902518186233219,0.9280871069969832
Random-75,random,rv2_coarse,765714,4326436,445567421.29739875,514843532.46484125,69276111.1674425,2.459590579972427,0.013909559255886661
Random-76,random,rv2_coarse,804310,4287840,388293127.8980489,526210576.87663126,137917448.97858238,5.68454939009195,1.311580155594072e-08
Random-77,random,rv2_coarse,1299536,3792614,639349591.564732,458195058.8250502,-181154532.73968178,-7.173794373072618,7.294165271787278e-13
Random-78,random,rv2_coarse,1313357,3778793,513492295.83054477,501275434.9019007,-12216860.928644061,-0.5406490999651502,0.5887494682007353
Random-79,random,rv2_coarse,829754,4262396,603021496.8765668,485233025.4005155,-117788471.47605127,-4.104385246855074,4.0539143307594117e-05
Random-80,random,rv2_coarse,494418,4597732,452966011.64131826,509960183.8712428,56994172.22992456,1.7690595324604057,0.07688394024834233
Random-81,random,rv2_coarse,1246750,3845400,578388356.1535276,480446539.4029134,-97941816.75061423,-4.061037004190976,4.885522642328333e-05
Random-82,random,rv2_coarse,996447,4095703,620014498.6523471,476304853.7737573,-143709644.8785898,-5.208009841720141,1.9087680347418257e-07
Random-83,random,rv2_coarse,1152425,3939725,510133022.7238045,502757110.4434685,-7375912.280335963,-0.3198464628577698,0.7490847239397995
Random-84,random,rv2_coarse,44395,5047755,549888203.267571,504026546.23100984,-45861657.03656113,-0.44965554617686343,0.6529588296022322
Random-85,random,rv2_coarse,190236,4901914,608218942.3204979,500398347.8582229,-107820594.46227497,-1.7585584662708695,0.07865253277484863
Random-86,random,rv2_coarse,1933,5090217,406976942.2814683,504463389.12956846,97486446.84810019,0.2959200964763532,0.767291103272302
Random-87,random,rv2_coarse,377006,4715144,542570636.2204088,501376505.2298429,-41194130.990565896,-0.9367318778422007,0.34889649428202985
Random-88,random,rv2_coarse,822226,4269924,443138645.32990354,516228085.0570992,73089439.72719568,2.8631584457613113,0.004194407580450976
Random-89,random,rv2_coarse,1199205,3892945,586797297.6005785,479052376.12791145,-107744921.4726671,-4.34884691731661,1.3685519637096633e-05
Random-90,random,rv2_coarse,637202,4454948,589094293.7249906,492316126.58648837,-96778167.13850224,-2.941912225056903,0.0032619237090663056
Random-91,random,rv2_coarse,1116461,3975689,560465516.2044358,488689360.50260824,-71776155.70182759,-2.879638843045878,0.003981309515830311
Random-92,random,rv2_coarse,25838,5066312,266973648.1490436,505637382.8799923,238663734.73094872,2.1709800272481625,0.029932682180002557
Random-93,random,rv2_coarse,212983,4879167,325502520.2059202,512236679.4154325,186734159.2095123,4.175340894052353,2.9754015285377022e-05
Random-94,random,rv2_coarse,25615,5066535,13629584.180606456,506907715.7970069,493278131.6164004,45.66641018690023,0.0
Random-95,random,rv2_coarse,1039555,4052595,452143113.24516475,517837872.1695105,65694758.92434573,2.8311082820231195,0.004638701415978108
Random-96,random,rv2_coarse,636413,4455737,487453736.83662456,506850586.251605,19396849.41498041,0.6565444818669719,0.5114738568931827
Random-97,random,rv2_coarse,788129,4304021,551150670.8400388,495870484.50643855,-55280186.33360022,-1.887691452695013,0.059067384500813835
Random-98,random,rv2_coarse,21209,5070941,35981404.06651676,506385634.5509694,470404230.48445266,14.930394602898447,0.0
Random-99,random,rv2_coarse,2114,5090036,313802342.88597596,504505553.1044405,190703210.21846455,0.6386699906748319,0.5230376389269096
Random-100,random,rv2_coarse,512943,4579207,424414181.952071,513389004.2361774,88974822.28410637,2.8802797226262795,0.003973224862499958
